,ID,EPID,ELID,LOADID,DOI,title,year,journal,country,institution,laboratory,authors,Ltot,Lspan,Lcons,Lmeas,h,b,hc,thc,RH,Temp,pd,fcm,catfcm,tfcm,fctm,catfctm,tfctm,Ecm,catEcm,tEcm,mix,Es,fsr,fy,phi,zs,nbl,clat,phit,st,phiw,sw,type,method,fpk,fp01k,Ep,rel,fpr,npl,phip,Ap,zp,cplat,catf,epsin,catcal,selfw,typew,locw,epsc,Nrep,N,M,sigs,t0,t,PL,catp,t0p,tp,ncr,wm,wk,wmax,sm,smax,indLR,indNP,indtfcm,indtfctm,indtEcm,slab,Ac,Astot,ts,sc,class_C,fcm28,Bcc,fck28,fcm_cube_150,fctm28,fctmfl28,fctmfl,fct095_28,fct095,fct095fl_28,fct095fl,fct005,fct005_28,fct005fl,Ecm28,phi_bc,phi_bc_prestress,phi_bc_prior_load,phi_dc,phi_dc_prestress,phi_dc_prior_load,phi_creep,phi_creep_prestress,phi_creep_prior_load,Ecm0,eps_cbs,eps_cbs_prestress,eps_cds,eps_cds_prestress,shrinkage,shrinkage_prestress,shrinkage_init,bondLR,bondPR,ae,ap,sxLR,sxNP,zstot,zstensinit,Astensinit,rhotot,rhotensinit,At,Aw,Aptot,zptot,zeta1,zeta,phi_peq,ry,cy,ry0,rx,ryp,cyp,cog,Izz,Wb,Wt,rho,qself,Mself,ep,Mp,pre_loss,initstrain,fctmorg,fcmorg,W_Ib,W_It,Ncr095,Mcr095,Ncr005,Mcr005,CS,Ncr,Mcr,tau_bms,tau_max,xcinit,epsinit,dpsigs,xc,eps,epsbot,sigssimpl,sigsr,dpsigsr,xc_sr,eps_sr,zstottens,zptottens,Astens,Actens,Aptens,Aceff_MC2020,Aseff_MC2020,Apeff_MC2020,phi_eq_MC2020,rhoeff_MC2020,hceff_MC2020,Aceff_FPR,Aseff_FPR,Apeff_FPR,phi_eq_FPR,rhoeff_FPR,hceff_FPR,Aceff_SMTCM,Aseff_SMTCM,Apeff_SMTCM,phi_eq_SMTCM,rhoeff_SMTCM,hceff_SMTCM,sumcirc_SMTCM,sumcirc_p_SMTCM,Actensstate1,Astensstate1,Aptensstate1,r,p,k1
2,2,1,2-16R,3,0,High Strength Bars as Concrete Reinforcement Part 4: Control of Flexural Cracking,1963,Journal of the PCA Research and Development Laboratories,US,Portland Cement Association,Research and Development Laboratories,"Paul H. Kaar, Alan H. Mattock",7010.4,3657.6,3657.6,3657.6,406.4,406.4,"[2,7]","[3,11]",50.0,"[0,21.1]",0,27.92,"[1,152.4x304.8,0]",[14],2.2255687277671976,"[0,0,0]",[0],31801.39132429875,"[0,0,0]",[0],"[1,3,0,0,0,38.1,0,0,0]",200000.0,2,655.0,"[12.7,12.7]","[327.03,365]","[4,4]","[34.925,34.925]",[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,4,1,3,2,0.0,1,0.0,58.96431814455148,198.08348109839045,14,1,0.0,0,0,0,0,0.138,0.0,0.228,0.0,0.0,1,-1,0,-1,-1,0,165160.96,1013.4149581949954,14,0.3,CR,31.614230345213606,1.0,23.614230345213606,33.638554216867476,2.46928064085502,3.0832569469978695,2.7789470857931184,3.210064833111526,2.893239346097357,4.00823403109723,2.893239346097357,1.6043095619142975,1.728496448598514,2.0032144261231393,31554.841109450073,0.0,1.7375620651014807,1.7375620651014807,0.0,1.7121756566300101,1.7121756566300101,0.0,3.449737721731491,3.449737721731491,30287.039356475,-2.211225336780815e-05,-2.211225336780815e-05,-0.0,-0.0,-2.211225336780815e-05,-2.211225336780815e-05,-2.211225336780815e-05,1,0,6.28903301621223,0.0,107.94999999999999,0.0,346.015,346.015,1013.4149581949954,0.007206737189968348,0.007206737189968348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39999999999998,35.049999999999976,327.03,41.275,0.0,0.0,207.68910414909843,2276506891.935216,11456376.773840042,10961128.178880915,25.0,4.129024,0.0,0.0,0.0,0.0,-2.0027373675237793e-05,2.291870802734711,27.92,11972494.636536893,11454934.742693326,0.0,34.639292553368115,0.0,23.983473972592616,2,0.0,33.27092907987794,4.12536744492248,13.209844813622906,94.58793460887094,0.00028928508818927215,0.0,92.95229943152589,0.000338402328139918,0.0011411383287038956,0.0,111.43473238810334,0.0,91.42678567617176,0.00018620462204441216,346.015,0.0,1013.4149581949954,37775.40808897213,0.0,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,61351.159999999996,1013.4149581949954,0.0,12.7,0.01651826889980557,150.96249999999998,319.18581360472297,0.0,80756.10807380639,1013.4149581949954,0.0,0.5473566116496871,0.6600732122748612,1.7722474176476408
3,3,1,2-16R,4,0,High Strength Bars as Concrete Reinforcement Part 4: Control of Flexural Cracking,1963,Journal of the PCA Research and Development Laboratories,US,Portland Cement Association,Research and Development Laboratories,"Paul H. Kaar, Alan H. Mattock",7010.4,3657.6,3657.6,3657.6,406.4,406.4,"[2,7]","[3,11]",50.0,"[0,21.1]",0,27.92,"[1,152.4x304.8,0]",[14],2.2255687277671976,"[0,0,0]",[0],31801.39132429875,"[0,0,0]",[0],"[1,3,0,0,0,38.1,0,0,0]",200000.0,2,655.0,"[12.7,12.7]","[327.03,365]","[4,4]","[34.925,34.925]",[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,4,1,3,2,0.0,1,0.0,76.77237182721741,258.48224516667364,14,1,0.0,0,0,0,0,0.169,0.0,0.303,135.0,259.15735028194894,1,-1,0,-1,-1,0,165160.96,1013.4149581949954,14,0.3,CR,31.614230345213606,1.0,23.614230345213606,33.638554216867476,2.46928064085502,3.0832569469978695,2.7789470857931184,3.210064833111526,2.893239346097357,4.00823403109723,2.893239346097357,1.6043095619142975,1.728496448598514,2.0032144261231393,31554.841109450073,0.0,1.7375620651014807,1.7375620651014807,0.0,1.7121756566300101,1.7121756566300101,0.0,3.449737721731491,3.449737721731491,30287.039356475,-2.211225336780815e-05,-2.211225336780815e-05,-0.0,-0.0,-2.211225336780815e-05,-2.211225336780815e-05,-2.211225336780815e-05,1,0,6.28903301621223,0.0,107.94999999999999,0.0,346.015,346.015,1013.4149581949954,0.007206737189968348,0.007206737189968348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39999999999998,35.049999999999976,327.03,41.275,0.0,0.0,207.68910414909843,2276506891.935216,11456376.773840042,10961128.178880915,25.0,4.129024,0.0,0.0,0.0,0.0,-2.0027373675237793e-05,2.291870802734711,27.92,11972494.636536893,11454934.742693326,0.0,34.639292553368115,0.0,23.983473972592616,2,0.0,33.27092907987794,4.12536744492248,13.209844813622906,94.58793460887094,0.0003766532549412408,0.0,94.06904342104491,0.00044873383704801986,0.0014899000083081336,0.0,111.43473238810347,0.0,91.4267856761717,0.00018620462204441222,346.015,0.0,1013.4149581949954,38229.252846312665,0.0,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,61351.159999999996,1013.4149581949954,0.0,12.7,0.01651826889980557,150.96249999999998,319.18581360472297,0.0,80756.10807380639,1013.4149581949954,0.0,0.5209190472627052,0.5984887982612079,2.307491072548644
8,8,1,2-16R,3,0,High Strength Bars as Concrete Reinforcement Part 4: Control of Flexural Cracking,1963,Journal of the PCA Research and Development Laboratories,US,Portland Cement Association,Research and Development Laboratories,"Paul H. Kaar, Alan H. Mattock",7010.4,3657.6,3657.6,3657.6,406.4,406.4,"[2,7]","[3,11]",50.0,"[0,21.1]",0,27.92,"[1,152.4x304.8,0]",[14],2.2255687277671976,"[0,0,0]",[0],31801.39132429875,"[0,0,0]",[0],"[1,3,0,0,0,38.1,0,0,0]",200000.0,2,655.0,"[12.7,12.7]","[327.03,365]","[4,4]","[34.925,34.925]",[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,4,1,3,1,0.0,1,0.0,58.96431814455148,198.08348109839045,14,1,0.0,0,0,0,0,0.1,0.0,0.151,0.0,0.0,1,-1,0,-1,-1,0,165160.96,1013.4149581949954,14,0.3,CR,31.614230345213606,1.0,23.614230345213606,33.638554216867476,2.46928064085502,3.0832569469978695,2.7789470857931184,3.210064833111526,2.893239346097357,4.00823403109723,2.893239346097357,1.6043095619142975,1.728496448598514,2.0032144261231393,31554.841109450073,0.0,1.7375620651014807,1.7375620651014807,0.0,1.7121756566300101,1.7121756566300101,0.0,3.449737721731491,3.449737721731491,30287.039356475,-2.211225336780815e-05,-2.211225336780815e-05,-0.0,-0.0,-2.211225336780815e-05,-2.211225336780815e-05,-2.211225336780815e-05,1,0,6.28903301621223,0.0,107.94999999999999,0.0,346.015,346.015,1013.4149581949954,0.007206737189968348,0.007206737189968348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39999999999998,35.049999999999976,327.03,41.275,0.0,0.0,207.68910414909843,2276506891.935216,11456376.773840042,10961128.178880915,25.0,4.129024,0.0,0.0,0.0,0.0,-2.0027373675237793e-05,2.291870802734711,27.92,11972494.636536893,11454934.742693326,0.0,34.639292553368115,0.0,23.983473972592616,2,0.0,33.27092907987794,4.12536744492248,13.209844813622906,94.58793460887094,0.00028928508818927215,0.0,92.95229943152589,0.000338402328139918,0.0011411383287038956,0.0,111.43473238810334,0.0,91.42678567617176,0.00018620462204441216,346.015,0.0,1013.4149581949954,37775.40808897213,0.0,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,61351.159999999996,1013.4149581949954,0.0,12.7,0.01651826889980557,150.96249999999998,319.18581360472297,0.0,80756.10807380639,1013.4149581949954,0.0,0.5473566116496871,0.6600732122748612,1.7722474176476408
9,9,1,2-16R,4,0,High Strength Bars as Concrete Reinforcement Part 4: Control of Flexural Cracking,1963,Journal of the PCA Research and Development Laboratories,US,Portland Cement Association,Research and Development Laboratories,"Paul H. Kaar, Alan H. Mattock",7010.4,3657.6,3657.6,3657.6,406.4,406.4,"[2,7]","[3,11]",50.0,"[0,21.1]",0,27.92,"[1,152.4x304.8,0]",[14],2.2255687277671976,"[0,0,0]",[0],31801.39132429875,"[0,0,0]",[0],"[1,3,0,0,0,38.1,0,0,0]",200000.0,2,655.0,"[12.7,12.7]","[327.03,365]","[4,4]","[34.925,34.925]",[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,4,1,3,1,0.0,1,0.0,76.77237182721741,258.48224516667364,14,1,0.0,0,0,0,0,0.117,0.0,0.175,135.0,259.15735028194894,1,-1,0,-1,-1,0,165160.96,1013.4149581949954,14,0.3,CR,31.614230345213606,1.0,23.614230345213606,33.638554216867476,2.46928064085502,3.0832569469978695,2.7789470857931184,3.210064833111526,2.893239346097357,4.00823403109723,2.893239346097357,1.6043095619142975,1.728496448598514,2.0032144261231393,31554.841109450073,0.0,1.7375620651014807,1.7375620651014807,0.0,1.7121756566300101,1.7121756566300101,0.0,3.449737721731491,3.449737721731491,30287.039356475,-2.211225336780815e-05,-2.211225336780815e-05,-0.0,-0.0,-2.211225336780815e-05,-2.211225336780815e-05,-2.211225336780815e-05,1,0,6.28903301621223,0.0,107.94999999999999,0.0,346.015,346.015,1013.4149581949954,0.007206737189968348,0.007206737189968348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39999999999998,35.049999999999976,327.03,41.275,0.0,0.0,207.68910414909843,2276506891.935216,11456376.773840042,10961128.178880915,25.0,4.129024,0.0,0.0,0.0,0.0,-2.0027373675237793e-05,2.291870802734711,27.92,11972494.636536893,11454934.742693326,0.0,34.639292553368115,0.0,23.983473972592616,2,0.0,33.27092907987794,4.12536744492248,13.209844813622906,94.58793460887094,0.0003766532549412408,0.0,94.06904342104491,0.00044873383704801986,0.0014899000083081336,0.0,111.43473238810347,0.0,91.4267856761717,0.00018620462204441222,346.015,0.0,1013.4149581949954,38229.252846312665,0.0,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,61351.159999999996,1013.4149581949954,0.0,12.7,0.01651826889980557,150.96249999999998,319.18581360472297,0.0,80756.10807380639,1013.4149581949954,0.0,0.5209190472627052,0.5984887982612079,2.307491072548644
14,14,1,2-16T,3,0,High Strength Bars as Concrete Reinforcement Part 4: Control of Flexural Cracking,1963,Journal of the PCA Research and Development Laboratories,US,Portland Cement Association,Research and Development Laboratories,"Paul H. Kaar, Alan H. Mattock",7010.4,3657.6,3657.6,3657.6,406.4,"[812.8 if 0<z<76.2,406.4 if 76.2<z<406.4]","[2,7]","[3,11]",50.0,"[0,21.1]",0,30.75,"[1,152.4x304.8,0]",[14],2.4195237518003143,"[0,0,0]",[0],32841.477681108096,"[0,0,0]",[0],"[1,3,0,0,0,38.1,0,0,0]",200000.0,2,655.0,"[12.7,12.7]","[327.03,365]","[4,4]","[34.925,34.925]",[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,4,1,3,2,0.0,1,0.0,66.27944780577747,215.08982554508447,14,1,0.0,0,0,0,0,0.166,0.0,0.303,0.0,0.0,1,-1,0,-1,-1,0,196128.63999999998,1013.4149581949954,14,0.3,CR,34.818681343671855,1.0,26.818681343671855,37.04819277108434,2.6878985196330203,3.3562332471914376,3.021128215536304,3.4942680755229265,3.1453808773404086,4.363103221348869,3.1453808773404086,1.7463471851499948,1.881528963743114,2.1805691104513194,32586.863872056332,0.0,1.624013114746502,1.624013114746502,0.0,1.6472819508431402,1.6472819508431402,0.0,3.2712950655896424,3.2712950655896424,31277.597791531516,-2.5830322758874133e-05,-2.5830322758874133e-05,-0.0,-0.0,-2.5830322758874133e-05,-2.5830322758874133e-05,-2.5830322758874133e-05,1,0,6.089859961296718,0.0,107.94999999999999,0.0,346.015,346.015,1013.4149581949954,0.005906088527935065,0.005906088527935065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39999999999998,35.049999999999976,327.03,41.275,0.0,0.0,181.45935628899772,3002671959.687895,13348730.181219041,16547352.647420106,25.0,4.903216,0.0,0.0,0.0,0.0,-2.353877114229146e-05,2.4947816930714213,30.75,13969671.806062073,17317084.29232188,0.0,43.939938561509095,0.0,30.461834823441652,2,0.0,42.20416965507612,4.490607047528559,13.863170633011773,85.64350724464009,0.00029025592888728676,0.0,66.75397767292691,0.00024070901767743311,0.00122473391462865,0.0,136.8061021711264,0.0,66.1385632990341,0.0001513771590610494,346.015,0.0,1013.4149581949954,27128.410126277508,0.0,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,61351.159999999996,1013.4149581949954,0.0,12.7,0.01651826889980557,150.96249999999998,319.18581360472297,0.0,91415.87760415132,1013.4149581949954,0.0,0.5612800510378531,0.6973504401436249,1.570447857343538
15,15,1,2-16T,4,0,High Strength Bars as Concrete Reinforcement Part 4: Control of Flexural Cracking,1963,Journal of the PCA Research and Development Laboratories,US,Portland Cement Association,Research and Development Laboratories,"Paul H. Kaar, Alan H. Mattock",7010.4,3657.6,3657.6,3657.6,406.4,"[812.8 if 0<z<76.2,406.4 if 76.2<z<406.4]","[2,7]","[3,11]",50.0,"[0,21.1]",0,30.75,"[1,152.4x304.8,0]",[14],2.4195237518003143,"[0,0,0]",[0],32841.477681108096,"[0,0,0]",[0],"[1,3,0,0,0,38.1,0,0,0]",200000.0,2,655.0,"[12.7,12.7]","[327.03,365]","[4,4]","[34.925,34.925]",[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,4,1,3,2,0.0,1,0.0,86.5615297011458,281.1877230395622,14,1,0.0,0,0,0,0,0.207,0.0,0.344,122.0,232.49832108566602,1,-1,0,-1,-1,0,196128.63999999998,1013.4149581949954,14,0.3,CR,34.818681343671855,1.0,26.818681343671855,37.04819277108434,2.6878985196330203,3.3562332471914376,3.021128215536304,3.4942680755229265,3.1453808773404086,4.363103221348869,3.1453808773404086,1.7463471851499948,1.881528963743114,2.1805691104513194,32586.863872056332,0.0,1.624013114746502,1.624013114746502,0.0,1.6472819508431402,1.6472819508431402,0.0,3.2712950655896424,3.2712950655896424,31277.597791531516,-2.5830322758874133e-05,-2.5830322758874133e-05,-0.0,-0.0,-2.5830322758874133e-05,-2.5830322758874133e-05,-2.5830322758874133e-05,1,0,6.089859961296718,0.0,107.94999999999999,0.0,346.015,346.015,1013.4149581949954,0.005906088527935065,0.005906088527935065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39999999999998,35.049999999999976,327.03,41.275,0.0,0.0,181.45935628899772,3002671959.687895,13348730.181219041,16547352.647420106,25.0,4.903216,0.0,0.0,0.0,0.0,-2.353877114229146e-05,2.4947816930714213,30.75,13969671.806062073,17317084.29232188,0.0,43.939938561509095,0.0,30.461834823441652,2,0.0,42.20416965507612,4.490607047528559,13.863170633011773,85.64350724464009,0.00037907674310950476,0.0,67.28972807652512,0.0003177761603511781,0.0016014503733011757,0.0,136.80610217112638,0.0,66.13856329903412,0.0001513771590610494,346.015,0.0,1013.4149581949954,27346.13909029983,0.0,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,61351.159999999996,1013.4149581949954,0.0,12.7,0.01651826889980557,150.96249999999998,319.18581360472297,0.0,91415.87760415132,1013.4149581949954,0.0,0.5247349719787785,0.6164490690785923,2.051018428003466
16,16,1,2-16T,5,0,High Strength Bars as Concrete Reinforcement Part 4: Control of Flexural Cracking,1963,Journal of the PCA Research and Development Laboratories,US,Portland Cement Association,Research and Development Laboratories,"Paul H. Kaar, Alan H. Mattock",7010.4,3657.6,3657.6,3657.6,406.4,"[812.8 if 0<z<76.2,406.4 if 76.2<z<406.4]","[2,7]","[3,11]",50.0,"[0,21.1]",0,30.75,"[1,152.4x304.8,0]",[14],2.4195237518003143,"[0,0,0]",[0],32841.477681108096,"[0,0,0]",[0],"[1,3,0,0,0,38.1,0,0,0]",200000.0,2,655.0,"[12.7,12.7]","[327.03,365]","[4,4]","[34.925,34.925]",[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,4,1,3,2,0.0,1,0.0,104.67069320375653,340.3258668771513,14,1,0.0,0,0,0,0,0.256,0.0,0.446,0.0,0.0,1,-1,0,-1,-1,0,196128.63999999998,1013.4149581949954,14,0.3,CR,34.818681343671855,1.0,26.818681343671855,37.04819277108434,2.6878985196330203,3.3562332471914376,3.021128215536304,3.4942680755229265,3.1453808773404086,4.363103221348869,3.1453808773404086,1.7463471851499948,1.881528963743114,2.1805691104513194,32586.863872056332,0.0,1.624013114746502,1.624013114746502,0.0,1.6472819508431402,1.6472819508431402,0.0,3.2712950655896424,3.2712950655896424,31277.597791531516,-2.5830322758874133e-05,-2.5830322758874133e-05,-0.0,-0.0,-2.5830322758874133e-05,-2.5830322758874133e-05,-2.5830322758874133e-05,1,0,6.089859961296718,0.0,107.94999999999999,0.0,346.015,346.015,1013.4149581949954,0.005906088527935065,0.005906088527935065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39999999999998,35.049999999999976,327.03,41.275,0.0,0.0,181.45935628899772,3002671959.687895,13348730.181219041,16547352.647420106,25.0,4.903216,0.0,0.0,0.0,0.0,-2.353877114229146e-05,2.4947816930714213,30.75,13969671.806062073,17317084.29232188,0.0,43.939938561509095,0.0,30.461834823441652,2,0.0,42.20416965507612,4.490607047528559,13.863170633011773,85.64350724464009,0.0004583817501340781,0.0,67.7823957388888,0.00038806756830900394,0.0019386524899242853,0.0,136.80610217112638,0.0,66.13856329903412,0.00015137715906104936,346.015,0.0,1013.4149581949954,27546.35922828442,0.0,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,61351.159999999996,1013.4149581949954,0.0,12.7,0.01651826889980557,150.96249999999998,319.18581360472297,0.0,91415.87760415132,1013.4149581949954,0.0,0.5131717204842126,0.5837256699945428,2.4801031286530058
21,21,1,2-16T,3,0,High Strength Bars as Concrete Reinforcement Part 4: Control of Flexural Cracking,1963,Journal of the PCA Research and Development Laboratories,US,Portland Cement Association,Research and Development Laboratories,"Paul H. Kaar, Alan H. Mattock",7010.4,3657.6,3657.6,3657.6,406.4,"[812.8 if 0<z<76.2,406.4 if 76.2<z<406.4]","[2,7]","[3,11]",50.0,"[0,21.1]",0,30.75,"[1,152.4x304.8,0]",[14],2.4195237518003143,"[0,0,0]",[0],32841.477681108096,"[0,0,0]",[0],"[1,3,0,0,0,38.1,0,0,0]",200000.0,2,655.0,"[12.7,12.7]","[327.03,365]","[4,4]","[34.925,34.925]",[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,4,1,3,1,0.0,1,0.0,66.27944780577747,215.08982554508447,14,1,0.0,0,0,0,0,0.12,0.0,0.197,0.0,0.0,1,-1,0,-1,-1,0,196128.63999999998,1013.4149581949954,14,0.3,CR,34.818681343671855,1.0,26.818681343671855,37.04819277108434,2.6878985196330203,3.3562332471914376,3.021128215536304,3.4942680755229265,3.1453808773404086,4.363103221348869,3.1453808773404086,1.7463471851499948,1.881528963743114,2.1805691104513194,32586.863872056332,0.0,1.624013114746502,1.624013114746502,0.0,1.6472819508431402,1.6472819508431402,0.0,3.2712950655896424,3.2712950655896424,31277.597791531516,-2.5830322758874133e-05,-2.5830322758874133e-05,-0.0,-0.0,-2.5830322758874133e-05,-2.5830322758874133e-05,-2.5830322758874133e-05,1,0,6.089859961296718,0.0,107.94999999999999,0.0,346.015,346.015,1013.4149581949954,0.005906088527935065,0.005906088527935065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39999999999998,35.049999999999976,327.03,41.275,0.0,0.0,181.45935628899772,3002671959.687895,13348730.181219041,16547352.647420106,25.0,4.903216,0.0,0.0,0.0,0.0,-2.353877114229146e-05,2.4947816930714213,30.75,13969671.806062073,17317084.29232188,0.0,43.939938561509095,0.0,30.461834823441652,2,0.0,42.20416965507612,4.490607047528559,13.863170633011773,85.64350724464009,0.00029025592888728676,0.0,66.75397767292691,0.00024070901767743311,0.00122473391462865,0.0,136.8061021711264,0.0,66.1385632990341,0.0001513771590610494,346.015,0.0,1013.4149581949954,27128.410126277508,0.0,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,61351.159999999996,1013.4149581949954,0.0,12.7,0.01651826889980557,150.96249999999998,319.18581360472297,0.0,91415.87760415132,1013.4149581949954,0.0,0.5612800510378531,0.6973504401436249,1.570447857343538
22,22,1,2-16T,4,0,High Strength Bars as Concrete Reinforcement Part 4: Control of Flexural Cracking,1963,Journal of the PCA Research and Development Laboratories,US,Portland Cement Association,Research and Development Laboratories,"Paul H. Kaar, Alan H. Mattock",7010.4,3657.6,3657.6,3657.6,406.4,"[812.8 if 0<z<76.2,406.4 if 76.2<z<406.4]","[2,7]","[3,11]",50.0,"[0,21.1]",0,30.75,"[1,152.4x304.8,0]",[14],2.4195237518003143,"[0,0,0]",[0],32841.477681108096,"[0,0,0]",[0],"[1,3,0,0,0,38.1,0,0,0]",200000.0,2,655.0,"[12.7,12.7]","[327.03,365]","[4,4]","[34.925,34.925]",[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,4,1,3,1,0.0,1,0.0,86.5615297011458,281.1877230395622,14,1,0.0,0,0,0,0,0.141,0.0,0.305,122.0,232.49832108566602,1,-1,0,-1,-1,0,196128.63999999998,1013.4149581949954,14,0.3,CR,34.818681343671855,1.0,26.818681343671855,37.04819277108434,2.6878985196330203,3.3562332471914376,3.021128215536304,3.4942680755229265,3.1453808773404086,4.363103221348869,3.1453808773404086,1.7463471851499948,1.881528963743114,2.1805691104513194,32586.863872056332,0.0,1.624013114746502,1.624013114746502,0.0,1.6472819508431402,1.6472819508431402,0.0,3.2712950655896424,3.2712950655896424,31277.597791531516,-2.5830322758874133e-05,-2.5830322758874133e-05,-0.0,-0.0,-2.5830322758874133e-05,-2.5830322758874133e-05,-2.5830322758874133e-05,1,0,6.089859961296718,0.0,107.94999999999999,0.0,346.015,346.015,1013.4149581949954,0.005906088527935065,0.005906088527935065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39999999999998,35.049999999999976,327.03,41.275,0.0,0.0,181.45935628899772,3002671959.687895,13348730.181219041,16547352.647420106,25.0,4.903216,0.0,0.0,0.0,0.0,-2.353877114229146e-05,2.4947816930714213,30.75,13969671.806062073,17317084.29232188,0.0,43.939938561509095,0.0,30.461834823441652,2,0.0,42.20416965507612,4.490607047528559,13.863170633011773,85.64350724464009,0.00037907674310950476,0.0,67.28972807652512,0.0003177761603511781,0.0016014503733011757,0.0,136.80610217112638,0.0,66.13856329903412,0.0001513771590610494,346.015,0.0,1013.4149581949954,27346.13909029983,0.0,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,58062.36800000001,1013.4149581949954,0.0,12.7,0.017453903330208565,142.87,61351.159999999996,1013.4149581949954,0.0,12.7,0.01651826889980557,150.96249999999998,319.18581360472297,0.0,91415.87760415132,1013.4149581949954,0.0,0.5247349719787785,0.6164490690785923,2.051018428003466
