,meas_wm,wm_019,EPID,ELID,LOADID,locw,k1,cy,sigs,phi_eq_MC2020,rhoeff_MC2020,CS,epsin,Nrep,t
131,0.117,0.18429057546238226,2,R61,3,1,0.0,29.0,199.3525027996041,26.0,0.0240784198846564,2,2,1,1
132,0.169,0.23117695617820438,2,R61,4,1,0.0,29.0,250.0708714381683,26.0,0.0240784198846564,2,2,1,1
133,0.183,0.23117695617820438,2,R61,5,1,0.0,29.0,250.0708714381683,26.0,0.0240784198846564,2,2,14,1
134,0.204,0.2784403742771168,2,R61,6,1,0.0,29.0,301.19709243586414,26.0,0.0240784198846564,2,2,1,1
135,0.118,0.18429057546238226,2,R61,3,2,0.0,29.0,199.3525027996041,26.0,0.0240784198846564,2,2,1,1
136,0.176,0.23117695617820438,2,R61,4,2,0.0,29.0,250.0708714381683,26.0,0.0240784198846564,2,2,1,1
137,0.184,0.23117695617820438,2,R61,5,2,0.0,29.0,250.0708714381683,26.0,0.0240784198846564,2,2,14,1
138,0.195,0.2784403742771168,2,R61,6,2,0.0,29.0,301.19709243586414,26.0,0.0240784198846564,2,2,1,1
139,0.079,0.17706117857778172,2,R66,3,1,0.0,25.5,198.67821080320627,26.0,0.0262673671468979,2,2,1,1
140,0.09,0.2219737782578653,2,R66,4,1,0.0,25.5,249.07409666951307,26.0,0.0262673671468979,2,2,1,1
141,0.096,0.2219737782578653,2,R66,5,1,0.0,25.5,249.07409666951307,26.0,0.0262673671468979,2,2,14,1
142,0.122,0.2672057788964862,2,R66,6,1,0.0,25.5,299.828378495232,26.0,0.0262673671468979,2,2,1,1
143,0.081,0.17706117857778172,2,R66,3,2,0.0,25.5,198.67821080320627,26.0,0.0262673671468979,2,2,1,1
144,0.107,0.2219737782578653,2,R66,4,2,0.0,25.5,249.07409666951307,26.0,0.0262673671468979,2,2,1,1
145,0.11,0.2219737782578653,2,R66,5,2,0.0,25.5,249.07409666951307,26.0,0.0262673671468979,2,2,14,1
146,0.131,0.2672057788964862,2,R66,6,2,0.0,25.5,299.828378495232,26.0,0.0262673671468979,2,2,1,1
147,0.091,0.18045824708125377,2,R67,3,1,0.0,27.5,198.26311602972385,26.0,0.0249702132137178,2,2,1,1
148,0.111,0.22622913470375325,2,R67,4,1,0.0,27.5,248.54997711951967,26.0,0.0249702132137178,2,2,1,1
149,0.118,0.22622913470375325,2,R67,5,1,0.0,27.5,248.54997711951967,26.0,0.0249702132137178,2,2,14,1
150,0.143,0.27232587584395157,2,R67,6,1,0.0,27.5,299.19484198488766,26.0,0.0249702132137178,2,2,1,1
151,0.098,0.18045824708125377,2,R67,3,2,0.0,27.5,198.26311602972385,26.0,0.0249702132137178,2,2,1,1
152,0.121,0.22622913470375325,2,R67,4,2,0.0,27.5,248.54997711951967,26.0,0.0249702132137178,2,2,1,1
153,0.132,0.22622913470375325,2,R67,5,2,0.0,27.5,248.54997711951967,26.0,0.0249702132137178,2,2,14,1
154,0.146,0.27232587584395157,2,R67,6,2,0.0,27.5,299.19484198488766,26.0,0.0249702132137178,2,2,1,1
155,0.115,0.13160484765584146,2,R68,4,1,0.0,28.0,198.4499757783497,26.0,0.0369985476276428,2,2,1,1
156,0.139,0.16533099096805692,2,R68,5,1,0.0,28.0,249.3064027460628,26.0,0.0369985476276428,2,2,1,1
157,0.172,0.16533099096805692,2,R68,6,1,0.0,28.0,249.3064027460628,26.0,0.0369985476276428,2,2,14,1
158,0.196,0.19949914473611324,2,R68,7,1,0.0,28.0,300.82934744331106,26.0,0.0369985476276428,2,2,1,1
159,0.12,0.13160484765584146,2,R68,4,2,0.0,28.0,198.4499757783497,26.0,0.0369985476276428,2,2,1,1
160,0.153,0.16533099096805692,2,R68,5,2,0.0,28.0,249.3064027460628,26.0,0.0369985476276428,2,2,1,1
161,0.172,0.16533099096805692,2,R68,6,2,0.0,28.0,249.3064027460628,26.0,0.0369985476276428,2,2,14,1
162,0.205,0.19949914473611324,2,R68,7,2,0.0,28.0,300.82934744331106,26.0,0.0369985476276428,2,2,1,1
168,0.129,0.1518404389798665,3,T12,10,1,0.0,25.0,259.1816583509407,32.0,0.0560451372347726,2,2,1,1
169,0.144,0.17105459354850536,3,T12,11,1,0.0,25.0,291.9789584533953,32.0,0.0560451372347726,2,2,1,1
175,0.134,0.1518404389798665,3,T12,10,2,0.0,25.0,259.1816583509407,32.0,0.0560451372347726,2,2,1,1
176,0.154,0.17105459354850536,3,T12,11,2,0.0,25.0,291.9789584533953,32.0,0.0560451372347726,2,2,1,1
198,0.062,0.18126603110402925,3,T7,4,1,0.0,40.0,252.16267081649107,32.0,0.0410330469040299,2,2,1,1
199,0.078,0.2180085756007833,3,T7,5,1,0.0,40.0,303.2759328902769,32.0,0.0410330469040299,2,2,1,1
200,0.09,0.2180085756007833,3,T7,6,1,0.0,40.0,303.2759328902769,32.0,0.0410330469040299,2,2,14,1
202,0.068,0.18126603110402925,3,T7,4,2,0.0,40.0,252.16267081649107,32.0,0.0410330469040299,2,2,1,1
203,0.085,0.2180085756007833,3,T7,5,2,0.0,40.0,303.2759328902769,32.0,0.0410330469040299,2,2,1,1
204,0.098,0.2180085756007833,3,T7,6,2,0.0,40.0,303.2759328902769,32.0,0.0410330469040299,2,2,14,1
216,0.115,0.20344077156796023,4,PL 15/255,4,2,0.0,16.0,232.32787112369445,12.0,0.0122399713776225,2,2,1,1
217,0.134,0.20344077156796023,4,PL 15/255,5,2,0.0,16.0,232.32787112369445,12.0,0.0122399713776225,2,2,14,1
218,0.156,0.2439375785439855,4,PL 15/255,6,2,0.0,16.0,279.6369067709714,12.0,0.0122399713776225,2,2,1,1
219,0.178,0.2844011081679525,4,PL 15/255,7,2,0.0,16.0,327.3509133740737,12.0,0.0122399713776225,2,2,1,1
232,0.22,0.38541781954173254,4,PL 30/256,7,2,0.0,17.0,328.204281362172,16.0,0.0159572960182338,2,2,1,1
240,0.11,0.17599568286648237,6,B5,2,1,0.0,35.0,276.3105447558619,22.0,0.0324899753063559,2,2,1,1
241,0.11,0.17599568286648237,6,B5,3,1,0.0,35.0,276.3105447558619,22.0,0.0324899753063559,2,2,100,1
242,0.11,0.17599568286648237,6,B5,4,1,0.0,35.0,276.3105447558619,22.0,0.0324899753063559,2,2,500,1
243,0.11,0.17599568286648237,6,B5,5,1,0.0,35.0,276.3105447558619,22.0,0.0324899753063559,2,2,1000,1
244,0.11,0.17599568286648237,6,B5,6,1,0.0,35.0,276.3105447558619,22.0,0.0324899753063559,2,2,2500,1
245,0.11,0.17599568286648237,6,B5,7,1,0.0,35.0,276.3105447558619,22.0,0.0324899753063559,2,2,10000,1
246,0.13,0.1737761428082402,6,B6,2,1,0.0,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,1,1
247,0.14,0.1737761428082402,6,B6,3,1,0.0,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,100,1
248,0.14,0.1737761428082402,6,B6,4,1,0.0,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,500,1
249,0.14,0.1737761428082402,6,B6,5,1,0.0,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,1000,1
250,0.14,0.1737761428082402,6,B6,6,1,0.0,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,2500,1
251,0.14,0.1737761428082402,6,B6,7,1,0.0,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,10000,1
252,0.14,0.1737761428082402,6,B6,8,1,0.0,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,20000,1
253,0.14,0.1737761428082402,6,B6,9,1,0.0,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,30000,1
254,0.14,0.1737761428082402,6,B6,10,1,0.0,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,50000,1
266,0.055,0.0917261093431127,10,Specimen 1,5,2,0.0,30.0,173.5,16.0,0.0443213296398892,2,1a,1,1
267,0.064,0.0917261093431127,10,Specimen 2,5,2,0.0,30.0,173.5,16.0,0.0443213296398892,2,1a,1,1
268,0.077,0.0917261093431127,10,Specimen 3,5,2,0.0,30.0,173.5,16.0,0.0443213296398892,2,1a,1,1
269,0.071,0.09188471356676073,10,Specimen 5,5,2,0.0,30.0,173.79999999999998,16.0,0.0443213296398892,2,1a,1,1
270,0.203,0.21966537153402085,11,1B2a,1,2,0.0,47.0,298.71450000000004,6.0,0.0094247779607693,1,1a,1,1
271,0.222,0.21966537153402085,11,1B2a,3,2,0.0,47.0,298.71450000000004,6.0,0.0094247779607693,1,1a,10,1
272,0.261,0.2189439745831702,11,1B2a,7,2,0.0,47.0,297.7335,6.0,0.0094247779607693,1,1a,1,1
273,0.144,0.11409166350425076,11,1B2b,1,2,0.0,46.0,179.523,8.0,0.0125663706143591,1,1a,1,1
274,0.174,0.11446573453213356,11,1B2b,3,2,0.0,46.0,180.1116,8.0,0.0125663706143591,1,1a,1,1
275,0.177,0.11409166350425076,11,1B2b,6,2,0.0,46.0,179.523,8.0,0.0125663706143591,1,1a,1,1
276,0.274,0.2260434820290206,11,1B2c,7,2,0.0,45.0,290.7684,10.0,0.0157079632679489,2,1a,1,1
277,0.062,0.07399166355042035,11,2A2b,1,2,0.0,22.0,197.4753,6.0,0.0113097335529232,1,1a,1,1
278,0.069,0.07362409443193837,11,2A2b,3,2,0.0,22.0,196.4943,6.0,0.0113097335529232,1,1a,10,1
279,0.076,0.07399166355042035,11,2A2b,4,2,0.0,22.0,197.4753,6.0,0.0113097335529232,1,1a,30,1
280,0.103,0.1482563784459987,11,2A2b,6,2,0.0,22.0,291.55319999999995,6.0,0.0113097335529232,2,1a,1,1
281,0.069,0.07870047590426589,11,2A2d,7,2,0.0,21.0,180.504,8.0,0.0201061929829746,2,1a,1,1
282,0.08,0.11864952182523564,11,2A2d,8,2,0.0,21.0,272.1294,8.0,0.0201061929829746,2,1a,1,1
283,0.203,0.21908825397334036,11,2B2a,1,2,0.0,47.0,297.9297,6.0,0.0094247779607693,1,1a,1,1
284,0.188,0.2179340188519793,11,2B2a,3,2,0.0,47.0,296.3601,6.0,0.0094247779607693,1,1a,10,1
285,0.073,0.07402842046226855,11,3A2b,1,2,0.0,22.0,197.5734,6.0,0.0113097335529232,1,1a,1,1
286,0.078,0.07377112207933115,11,3A2b,4,2,0.0,22.0,196.8867,6.0,0.0113097335529232,1,1a,1,1
287,0.099,0.1481067253049025,11,3A2b,5,2,0.0,22.0,291.2589,6.0,0.0113097335529232,2,1a,1,1
288,0.073,0.08126679577070935,11,3A2d,5,2,0.0,21.0,186.39,8.0,0.0201061929829746,2,1a,1,1
289,0.109,0.12172910566496781,11,3A2d,6,2,0.0,21.0,279.1926,8.0,0.0201061929829746,2,1a,1,1
290,0.112,0.10804418188681233,11,3B2b,1,2,0.0,46.0,170.0073,8.0,0.0125663706143591,1,1a,1,1
291,0.124,0.12045087097825818,11,3B2b,2,2,0.0,46.0,189.5292,8.0,0.0125663706143591,1,1a,1,1
292,0.126,0.10710900431710535,11,3B2b,5,2,0.0,46.0,168.5358,8.0,0.0125663706143591,1,1a,1,1
293,0.175,0.17805780927220777,11,3B2b,6,2,0.0,46.0,280.1736,8.0,0.0125663706143591,1,1a,1,1
294,0.146,0.11480388651527182,11,3B2c,6,2,0.0,45.0,200.4183,10.0,0.0157079632679489,1,1a,1,1
295,0.066,0.07822918950393512,13,T1A,1,2,0.0,12.694999999999991,206.9,9.53,0.0153182244096857,1,1a,1,1
296,0.058,0.09123587930062614,13,T1A,2,2,0.0,12.694999999999991,241.3,9.53,0.0153182244096857,1,1a,1,1
297,0.056,0.14152337182853028,13,T1A,3,2,0.0,12.694999999999991,275.8,9.53,0.0153182244096857,2,1a,1,1
298,0.071,0.09126904402620829,13,T1B,2,2,0.0,12.697499999999994,241.3,9.525,0.0153021549385548,1,1a,1,1
299,0.077,0.14157481632411836,13,T1B,3,2,0.0,12.697499999999994,275.8,9.525,0.0153021549385548,2,1a,1,1
300,0.074,0.10859148769490228,13,T2B,1,2,0.0,19.050000000000004,206.9,11.3,0.0207261230256515,2,1a,1,1
301,0.081,0.12664633146824517,13,T2B,2,2,0.0,19.050000000000004,241.3,11.3,0.0207261230256515,2,1a,1,1
302,0.057,0.10259305234008365,13,T3B,1,2,0.0,19.050000000000004,206.9,12.7,0.0261799387799149,2,1a,1,1
303,0.065,0.11965057288381917,13,T3B,2,2,0.0,19.050000000000004,241.3,12.7,0.0261799387799149,2,1a,1,1
304,0.061,0.10101070278799601,13,T4A,2,2,0.0,12.700000000000022,241.3,11.3,0.0204921574484838,1,1a,1,1
305,0.05,0.12166298616219866,13,T5B,1,2,0.0,19.050000000000004,206.9,12.7,0.0186999562713678,2,1a,1,1
306,0.063,0.1418911481920664,13,T5B,2,2,0.0,19.050000000000004,241.3,12.7,0.0186999562713678,2,1a,1,1
307,0.051,0.11102747129620273,13,T6A,2,2,0.0,12.700000000000015,241.3,16.0,0.036419710186543,2,1a,1,1
308,0.051,0.10768051233499519,13,T6B,1,2,0.0,19.05000000000001,206.9,16.0,0.0296806299551749,2,1a,1,1
309,0.066,0.12558389379620272,13,T6B,2,2,0.0,19.05000000000001,241.3,16.0,0.0296806299551749,2,1a,1,1
310,0.061,0.11840727585063798,13,T7A,2,2,0.0,12.700000000000012,241.3,12.7,0.0249332750284904,1,1a,1,1
311,0.054,0.13750765627258452,13,T8A,2,2,0.0,12.699999999999989,241.3,16.0,0.0364197101865431,2,1a,1,1
312,0.066,0.13038565229195087,13,T8B,1,2,0.0,19.05000000000001,206.9,16.0,0.0278701663904414,2,1a,1,1
313,0.069,0.15206407877258457,13,T8B,2,2,0.0,19.05000000000001,241.3,16.0,0.0278701663904414,2,1a,1,1
314,0.065,0.10557730193024743,13,T9A,1,2,0.0,12.695,206.9,19.05,0.0480964221831084,2,1a,1,1
315,0.07,0.12313099543629148,13,T9A,2,2,0.0,12.695,241.3,19.05,0.0480964221831084,2,1a,1,1
316,0.077,0.14073571712113214,13,T9A,3,2,0.0,12.695,275.8,19.05,0.0480964221831084,2,1a,1,1
317,0.066,0.11805854443024741,13,T9B,1,2,0.0,19.044999999999995,206.9,19.05,0.0374064578546962,2,1a,1,1
318,0.073,0.13768741793629147,13,T9B,2,2,0.0,19.044999999999995,241.3,19.05,0.0374064578546962,2,1a,1,1
319,0.081,0.15737335212113213,13,T9B,3,2,0.0,19.044999999999995,275.8,19.05,0.0374064578546962,2,1a,1,1
320,0.052,0.11173648778799601,15,2A,2,1,0.0,19.05000000000002,241.3,11.3,0.0162082366025723,1,1a,1,1
321,0.067,0.17332352830106468,15,2A,3,1,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,2,1a,1,1
322,0.08,0.1950046803184205,15,2A,4,1,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
323,0.067,0.1950046803184205,15,2B,4,1,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
324,0.059,0.11173648778799601,15,2C,2,1,0.0,19.05000000000002,241.3,11.3,0.0162082366025723,1,1a,1,1
325,0.083,0.17332352830106468,15,2C,3,1,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,2,1a,1,1
326,0.085,0.1950046803184205,15,2C,4,1,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
327,0.068,0.09580720813649553,15,4A,1,1,0.0,19.05000000000002,206.9,11.3,0.0162082366025723,1,1a,1,1
328,0.077,0.15164237628370889,15,4A,2,1,0.0,19.05000000000002,241.3,11.3,0.0162082366025723,2,1a,1,1
329,0.086,0.17332352830106468,15,4A,3,1,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,2,1a,1,1
330,0.106,0.1950046803184205,15,4A,4,1,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
331,0.062,0.09580720813649553,15,4B,1,1,0.0,19.05000000000002,206.9,11.3,0.0162082366025723,1,1a,1,1
332,0.075,0.15164237628370889,15,4B,2,1,0.0,19.05000000000002,241.3,11.3,0.0162082366025723,2,1a,1,1
333,0.096,0.17332352830106468,15,4B,3,1,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,2,1a,1,1
334,0.116,0.1950046803184205,15,4B,4,1,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
335,0.078,0.09580720813649553,15,4C,1,1,0.0,19.05000000000002,206.9,11.3,0.0162082366025723,1,1a,1,1
336,0.085,0.15164237628370889,15,4C,2,1,0.0,19.05000000000002,241.3,11.3,0.0162082366025723,2,1a,1,1
337,0.107,0.17332352830106468,15,4C,3,1,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,2,1a,1,1
338,0.125,0.1950046803184205,15,4C,4,1,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
339,0.052,0.11173648778799601,15,6A,2,1,0.0,19.05000000000002,241.3,11.3,0.0162082366025723,1,1a,1,1
340,0.07,0.17332352830106468,15,6A,3,1,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,2,1a,1,1
341,0.085,0.1950046803184205,15,6A,4,1,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
342,0.079,0.11173648778799601,15,6B,2,1,0.0,19.05000000000002,241.3,11.3,0.0162082366025723,1,1a,1,1
343,0.085,0.17332352830106468,15,6B,3,1,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,2,1a,1,1
344,0.111,0.1950046803184205,15,6B,4,1,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
345,0.071,0.11173648778799601,15,6C,2,1,0.0,19.05000000000002,241.3,11.3,0.0162082366025723,1,1a,1,1
346,0.103,0.17332352830106468,15,6C,3,1,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,2,1a,1,1
347,0.11,0.1950046803184205,15,6C,4,1,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
348,0.056,0.12771207348499503,16,1,3,2,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,1,1a,1,1
349,0.058,0.1950046803184205,16,1,4,2,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
350,0.073,0.11173648778799601,16,2,2,2,0.0,19.05000000000002,241.3,11.3,0.0162082366025723,1,1a,1,1
351,0.083,0.17332352830106468,16,2,3,2,0.0,19.05000000000002,275.8,11.3,0.0162082366025723,2,1a,1,1
352,0.08,0.1950046803184205,16,2,4,2,0.0,19.05000000000002,310.3,11.3,0.0162082366025723,2,1a,1,1
353,0.085,0.1233973231364955,16,3,1,2,0.0,38.1,206.9,11.3,0.0148043735897511,1,1a,1,1
354,0.105,0.143913842787996,16,3,2,2,0.0,38.1,241.3,11.3,0.0148043735897511,1,1a,1,1
355,0.13,0.22323643330106463,16,3,3,2,0.0,38.1,275.8,11.3,0.0148043735897511,2,1a,1,1
356,0.158,0.25116122281842046,16,3,4,2,0.0,38.1,310.3,11.3,0.0148043735897511,2,1a,1,1
357,0.081,0.1233973231364955,16,4,1,2,0.0,38.1,206.9,11.3,0.0148043735897511,1,1a,1,1
358,0.089,0.143913842787996,16,4,2,2,0.0,38.1,241.3,11.3,0.0148043735897511,1,1a,1,1
359,0.105,0.22323643330106463,16,4,3,2,0.0,38.1,275.8,11.3,0.0148043735897511,2,1a,1,1
360,0.135,0.25116122281842046,16,4,4,2,0.0,38.1,310.3,11.3,0.0148043735897511,2,1a,1,1
361,0.058,0.1233973231364955,16,5,1,2,0.0,38.1,206.9,11.3,0.0148043735897511,1,1a,1,1
362,0.092,0.143913842787996,16,5,2,2,0.0,38.1,241.3,11.3,0.0148043735897511,1,1a,1,1
363,0.135,0.22323643330106463,16,5,3,2,0.0,38.1,275.8,11.3,0.0148043735897511,2,1a,1,1
364,0.168,0.25116122281842046,16,5,4,2,0.0,38.1,310.3,11.3,0.0148043735897511,2,1a,1,1
365,0.092,0.1233973231364955,16,6,1,2,0.0,38.1,206.9,11.3,0.0148043735897511,1,1a,1,1
366,0.127,0.143913842787996,16,6,2,2,0.0,38.1,241.3,11.3,0.0148043735897511,1,1a,1,1
367,0.133,0.22323643330106463,16,6,3,2,0.0,38.1,275.8,11.3,0.0148043735897511,2,1a,1,1
368,0.156,0.25116122281842046,16,6,4,2,0.0,38.1,310.3,11.3,0.0148043735897511,2,1a,1,1
369,0.097,0.1233973231364955,16,7,1,2,0.0,38.1,206.9,11.3,0.0148043735897511,1,1a,1,1
370,0.116,0.143913842787996,16,7,2,2,0.0,38.1,241.3,11.3,0.0148043735897511,1,1a,1,1
371,0.137,0.22323643330106463,16,7,3,2,0.0,38.1,275.8,11.3,0.0148043735897511,2,1a,1,1
372,0.162,0.25116122281842046,16,7,4,2,0.0,38.1,310.3,11.3,0.0148043735897511,2,1a,1,1
373,0.07,0.18225569430817512,19,N10-10-1,5,2,0.0,45.0,220.0,10.0,0.0078539816339744,1,1a,1,1
374,0.15,0.22119213809219432,19,N10-10-1,6,2,0.0,45.0,267.0,10.0,0.0078539816339744,1,1a,1,1
375,0.12,0.1905400440494558,19,N10-10-1,8,2,0.0,45.0,230.0,10.0,0.0078539816339744,1,1a,1,1
376,0.15,0.2145646582991698,19,N10-10-1,9,2,0.0,45.0,259.0,10.0,0.0078539816339744,1,1a,1,1
377,0.16,0.22616274793696275,19,N10-10-1,10,2,0.0,45.0,273.0,10.0,0.0078539816339744,1,1a,1,1
378,0.18,0.24273144741952415,19,N10-10-1,11,2,0.0,45.0,293.0,10.0,0.0078539816339744,1,1a,1,1
379,0.15,0.20130969871312068,19,N10-10-1,13,2,0.0,45.0,243.0,10.0,0.0078539816339744,1,1a,1,1
380,0.17,0.22119213809219432,19,N10-10-1,14,2,0.0,45.0,267.0,10.0,0.0078539816339744,1,1a,1,1
381,0.18,0.24273144741952415,19,N10-10-1,15,2,0.0,45.0,293.0,10.0,0.0078539816339744,1,1a,1,1
382,0.21,0.2742119764363907,19,N10-10-1,16,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
383,0.22,0.2568148419797013,19,N10-10-1,19,2,0.0,45.0,310.0,10.0,0.0078539816339744,1,1a,1,1
384,0.23,0.2742119764363907,19,N10-10-1,20,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
385,0.1,0.18971160907532772,19,N10-10-2,6,2,0.0,45.0,229.0,10.0,0.0078539816339744,1,1a,1,1
386,0.13,0.21373622332504175,19,N10-10-2,7,2,0.0,45.0,258.0,10.0,0.0078539816339744,1,1a,1,1
387,0.15,0.23196179275585924,19,N10-10-2,8,2,0.0,45.0,280.0,10.0,0.0078539816339744,1,1a,1,1
388,0.18,0.25350110208318904,19,N10-10-2,9,2,0.0,45.0,306.0,10.0,0.0078539816339744,1,1a,1,1
389,0.14,0.25350110208318904,19,N10-10-2,10,2,0.0,45.0,306.0,10.0,0.0078539816339744,1,1a,1,1
390,0.15,0.21787839819568205,19,N10-10-2,12,2,0.0,45.0,263.0,10.0,0.0078539816339744,1,1a,1,1
391,0.16,0.2327902277299873,19,N10-10-2,13,2,0.0,45.0,281.0,10.0,0.0078539816339744,1,1a,1,1
392,0.18,0.25350110208318904,19,N10-10-2,14,2,0.0,45.0,306.0,10.0,0.0078539816339744,1,1a,1,1
393,0.16,0.2037950036355049,19,N10-10-2,16,2,0.0,45.0,246.0,10.0,0.0078539816339744,1,1a,1,1
394,0.18,0.23361866270411535,19,N10-10-2,17,2,0.0,45.0,282.0,10.0,0.0078539816339744,1,1a,1,1
395,0.2,0.2551579720314452,19,N10-10-2,18,2,0.0,45.0,308.0,10.0,0.0078539816339744,1,1a,1,1
396,0.22,0.27669728135877497,19,N10-10-2,19,2,0.0,45.0,334.0,10.0,0.0078539816339744,1,1a,1,1
397,0.2,0.229476487833475,19,N10-10-2,21,2,0.0,45.0,277.0,10.0,0.0078539816339744,1,1a,1,1
398,0.21,0.2551579720314452,19,N10-10-2,22,2,0.0,45.0,308.0,10.0,0.0078539816339744,1,1a,1,1
399,0.23,0.28166789120354335,19,N10-10-2,23,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
400,0.17,0.21125091840265753,19,N10-10-3,6,2,0.0,45.0,255.0,10.0,0.0078539816339744,1,1a,1,1
401,0.17,0.22864805285934695,19,N10-10-3,8,2,0.0,45.0,276.0,10.0,0.0078539816339744,1,1a,1,1
402,0.2,0.20959404845440138,19,N10-10-3,10,2,0.0,45.0,253.0,10.0,0.0078539816339744,1,1a,1,1
403,0.22,0.23030492280760312,19,N10-10-3,11,2,0.0,45.0,278.0,10.0,0.0078539816339744,1,1a,1,1
404,0.19,0.1996528287648646,19,N10-10-3,13,2,0.0,45.0,241.00000000000003,10.0,0.0078539816339744,1,1a,1,1
405,0.21,0.22864805285934695,19,N10-10-3,14,2,0.0,45.0,276.0,10.0,0.0078539816339744,1,1a,1,1
406,0.22,0.24438831736778027,19,N10-10-3,15,2,0.0,45.0,295.0,10.0,0.0078539816339744,1,1a,1,1
407,0.26,0.2742119764363907,19,N10-10-3,16,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
408,0.3,0.28083945622941525,19,N10-10-3,20,2,0.0,45.0,339.0,10.0,0.0078539816339744,1,1a,1,1
409,0.09,0.10884846357588462,19,N10-14-1,18,2,0.0,43.0,155.0,14.0,0.0153938040025899,1,1a,1,1
410,0.11,0.12640466737844666,19,N10-14-1,19,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
411,0.14,0.14466311933311118,19,N10-14-1,20,2,0.0,43.0,206.0,14.0,0.0153938040025899,1,1a,1,1
412,0.13,0.1404496304204963,19,N10-14-1,21,2,0.0,43.0,200.0,14.0,0.0153938040025899,1,1a,1,1
413,0.14,0.2087181829213161,19,N10-14-1,22,2,0.0,43.0,219.00000000000003,14.0,0.0153938040025899,2,1a,1,1
414,0.15,0.22015479568412794,19,N10-14-1,23,2,0.0,43.0,231.0,14.0,0.0153938040025899,2,1a,1,1
415,0.17,0.24588717440045457,19,N10-14-1,24,2,0.0,43.0,258.0,14.0,0.0153938040025899,2,1a,1,1
416,0.22,0.3021171871509461,19,N10-14-1,25,2,0.0,43.0,317.0,14.0,0.0153938040025899,2,1a,1,1
417,0.07,0.11446644879270448,19,N10-14-2,16,2,0.0,43.0,163.0,14.0,0.0153938040025899,1,1a,1,1
418,0.08,0.10744396727167965,19,N10-14-2,18,2,0.0,43.0,153.0,14.0,0.0153938040025899,1,1a,1,1
419,0.12,0.13483164520367644,19,N10-14-2,19,2,0.0,43.0,192.0,14.0,0.0153938040025899,1,1a,1,1
420,0.15,0.2134834382391544,19,N10-14-2,20,2,0.0,43.0,224.0,14.0,0.0153938040025899,2,1a,1,1
