,meas_wm,wm_019,EPID,ELID,LOADID,locw,k1,cy,sigs,phi_eq_MC2020,rhoeff_MC2020,CS,epsin,Nrep,t
606,0.16,0.18328676769874766,19,N22-14-2,22,2,0.0,43.0,261.0,14.0,0.0153938040025899,1,1a,1,1
607,0.17,0.19522498628448984,19,N22-14-2,25,2,0.0,43.0,278.0,14.0,0.0153938040025899,1,1a,1,1
608,0.09,0.12289342661793423,19,N22-14-2,12,2,0.0,43.0,175.0,14.0,0.0153938040025899,1,1a,1,1
609,0.1,0.13272490074736898,19,N22-14-2,13,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
610,0.14,0.15800583422305833,19,N22-14-2,18,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
611,0.16,0.18398901585085012,19,N22-14-2,24,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
612,0.12,0.14185412672470124,19,N22-14-2,14,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
613,0.14,0.16502831574408314,19,N22-14-2,21,2,0.0,43.0,235.0,14.0,0.0153938040025899,1,1a,1,1
614,0.13,0.15028110454993104,19,N22-14-2,20,2,0.0,43.0,214.0,14.0,0.0153938040025899,1,1a,1,1
615,0.22,0.30974159565948733,19,N22-14-3,32,2,0.0,43.0,325.0,14.0,0.0153938040025899,2,1a,1,1
616,0.11,0.13483164520367644,19,N22-14-3,27,2,0.0,43.0,192.0,14.0,0.0153938040025899,1,1a,1,1
617,0.12,0.15098335270203353,19,N22-14-3,28,2,0.0,43.0,215.00000000000003,14.0,0.0153938040025899,1,1a,1,1
618,0.09,0.12359567477003672,19,N22-14-3,19,2,0.0,43.0,176.0,14.0,0.0153938040025899,1,1a,1,1
619,0.09,0.13202265259526652,19,N22-14-3,21,2,0.0,43.0,188.0,14.0,0.0153938040025899,1,1a,1,1
620,0.1,0.13272490074736898,19,N22-14-3,13,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
621,0.11,0.14185412672470124,19,N22-14-3,24,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
622,0.09,0.12359567477003672,19,N22-14-3,12,2,0.0,43.0,176.0,14.0,0.0153938040025899,1,1a,1,1
623,0.15,0.17977552693823523,19,N22-14-3,30,2,0.0,43.0,256.0,14.0,0.0153938040025899,1,1a,1,1
624,0.19,0.20786545302233453,19,N22-14-3,31,2,0.0,43.0,296.0,14.0,0.0153938040025899,1,1a,1,1
625,0.1,0.13202265259526652,19,N22-14-3,23,2,0.0,43.0,188.0,14.0,0.0153938040025899,1,1a,1,1
626,0.12,0.15028110454993104,19,N22-14-3,25,2,0.0,43.0,214.0,14.0,0.0153938040025899,1,1a,1,1
627,0.12,0.16081482683146825,19,N22-14-3,29,2,0.0,43.0,229.0,14.0,0.0153938040025899,1,1a,1,1
628,0.09,0.12359567477003672,19,N22-14-3,16,2,0.0,43.0,176.0,14.0,0.0153938040025899,1,1a,1,1
629,0.09,0.09281156482706795,19,N22-20-1,29,2,0.0,40.0,160.0,20.0,0.0314159265358979,1,1a,1,1
630,0.11,0.1511502627183678,19,N22-20-1,30,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
631,0.13,0.17319300936479645,19,N22-20-1,31,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
632,0.15,0.17319300936479645,19,N22-20-2,34,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
633,0.15,0.1511502627183678,19,N22-20-2,32,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
634,0.12,0.09281156482706795,19,N22-20-2,31,2,0.0,40.0,160.0,20.0,0.0314159265358979,1,1a,1,1
635,0.11,0.1511502627183678,19,N22-20-3,34,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
636,0.08,0.08817098658571454,19,N22-20-3,33,2,0.0,40.0,152.0,20.0,0.0314159265358979,1,1a,1,1
637,0.12,0.1582354312832913,19,N22-20-3,35,2,0.0,40.0,201.0,20.0,0.0314159265358979,2,1a,1,1
638,0.13,0.17398025031645462,19,N22-20-3,36,2,0.0,40.0,221.0,20.0,0.0314159265358979,2,1a,1,1
639,0.19,0.2551579720314452,19,N30-10-1,21,2,0.0,45.0,308.0,10.0,0.0078539816339744,1,1a,1,1
640,0.15,0.24853049223842064,19,N30-10-1,9,2,0.0,45.0,300.0,10.0,0.0078539816339744,1,1a,1,1
641,0.11,0.23196179275585924,19,N30-10-1,8,2,0.0,45.0,280.0,10.0,0.0078539816339744,1,1a,1,1
642,0.16,0.2568148419797013,19,N30-10-1,16,2,0.0,45.0,310.0,10.0,0.0078539816339744,1,1a,1,1
643,0.13,0.23196179275585924,19,N30-10-1,12,2,0.0,45.0,280.0,10.0,0.0078539816339744,1,1a,1,1
644,0.12,0.22533431296283468,19,N30-10-1,11,2,0.0,45.0,272.0,10.0,0.0078539816339744,1,1a,1,1
645,0.15,0.23196179275585924,19,N30-10-1,15,2,0.0,45.0,280.0,10.0,0.0078539816339744,1,1a,1,1
646,0.21,0.2833247611517995,19,N30-10-1,22,2,0.0,45.0,342.0,10.0,0.0078539816339744,1,1a,1,1
647,0.18,0.28166789120354335,19,N30-10-1,17,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
648,0.17,0.28498163110005564,19,N30-10-2,14,2,0.0,45.0,344.0,10.0,0.0078539816339744,1,1a,1,1
649,0.19,0.2568148419797013,19,N30-10-2,16,2,0.0,45.0,310.0,10.0,0.0078539816339744,1,1a,1,1
650,0.13,0.2568148419797013,19,N30-10-2,7,2,0.0,45.0,310.0,10.0,0.0078539816339744,1,1a,1,1
651,0.22,0.2858100660741837,19,N30-10-2,17,2,0.0,45.0,345.0,10.0,0.0078539816339744,1,1a,1,1
652,0.23,0.2742119764363907,19,N30-10-2,21,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
653,0.12,0.22036370311806627,19,N30-10-2,9,2,0.0,45.0,266.0,10.0,0.0078539816339744,1,1a,1,1
654,0.11,0.2327902277299873,19,N30-10-2,6,2,0.0,45.0,281.0,10.0,0.0078539816339744,1,1a,1,1
655,0.14,0.23361866270411535,19,N30-10-2,10,2,0.0,45.0,282.0,10.0,0.0078539816339744,1,1a,1,1
656,0.17,0.25598640700557324,19,N30-10-2,11,2,0.0,45.0,309.0,10.0,0.0078539816339744,1,1a,1,1
657,0.18,0.2708982365398785,19,N30-10-2,12,2,0.0,45.0,327.0,10.0,0.0078539816339744,1,1a,1,1
658,0.17,0.229476487833475,19,N30-10-2,15,2,0.0,45.0,277.0,10.0,0.0078539816339744,1,1a,1,1
659,0.13,0.23361866270411535,19,N30-10-3,6,2,0.0,45.0,282.0,10.0,0.0078539816339744,1,1a,1,1
660,0.19,0.2510157971608048,19,N30-10-3,16,2,0.0,45.0,303.0,10.0,0.0078539816339744,1,1a,1,1
661,0.17,0.2742119764363907,19,N30-10-3,12,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
662,0.19,0.2742119764363907,19,N30-10-3,8,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
663,0.22,0.28166789120354335,19,N30-10-3,21,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
664,0.16,0.24273144741952415,19,N30-10-3,15,2,0.0,45.0,293.0,10.0,0.0078539816339744,1,1a,1,1
665,0.2,0.27669728135877497,19,N30-10-3,17,2,0.0,45.0,334.0,10.0,0.0078539816339744,1,1a,1,1
666,0.14,0.22367744301457856,19,N30-10-3,10,2,0.0,45.0,270.0,10.0,0.0078539816339744,1,1a,1,1
667,0.17,0.2617854518244697,19,N30-10-3,7,2,0.0,45.0,316.0,10.0,0.0078539816339744,1,1a,1,1
668,0.16,0.26095701685034167,19,N30-10-3,11,2,0.0,45.0,315.0,10.0,0.0078539816339744,1,1a,1,1
669,0.12,0.14185412672470124,19,N30-14-1,23,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
670,0.12,0.1250001710742417,19,N30-14-1,26,2,0.0,43.0,178.0,14.0,0.0153938040025899,1,1a,1,1
671,0.09,0.11516869694480697,19,N30-14-1,12,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
672,0.09,0.1242979229221392,19,N30-14-1,14,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
673,0.11,0.1242979229221392,19,N30-14-1,17,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
674,0.11,0.13272490074736898,19,N30-14-1,22,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
675,0.1,0.11516869694480697,19,N30-14-1,16,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
676,0.1,0.13272490074736898,19,N30-14-1,19,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
677,0.14,0.1601125786793658,19,N30-14-1,28,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
678,0.17,0.2477932765275899,19,N30-14-1,30,2,0.0,43.0,260.0,14.0,0.0153938040025899,2,1a,1,1
679,0.12,0.14957885639782853,19,N30-14-1,25,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
680,0.1,0.1172754414011144,19,N30-14-1,20,2,0.0,43.0,167.0,14.0,0.0153938040025899,1,1a,1,1
681,0.13,0.14957885639782853,19,N30-14-1,27,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
682,0.06,0.11025295988008958,19,N30-14-1,11,2,0.0,43.0,157.0,14.0,0.0153938040025899,1,1a,1,1
683,0.21,0.2849622680067284,19,N30-14-1,31,2,0.0,43.0,299.0,14.0,0.0153938040025899,2,1a,1,1
684,0.15,0.1601125786793658,19,N30-14-1,29,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
685,0.1,0.1242979229221392,19,N30-14-1,21,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
686,0.06,0.11025295988008958,19,N30-14-1,7,2,0.0,43.0,157.0,14.0,0.0153938040025899,1,1a,1,1
687,0.09,0.1242979229221392,19,N30-14-2,18,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
688,0.13,0.14185412672470124,19,N30-14-2,23,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
689,0.11,0.13272490074736898,19,N30-14-2,22,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
690,0.23,0.28400921694316067,19,N30-14-2,29,2,0.0,43.0,298.0,14.0,0.0153938040025899,2,1a,1,1
691,0.18,0.24684022546402223,19,N30-14-2,28,2,0.0,43.0,259.0,14.0,0.0153938040025899,2,1a,1,1
692,0.1,0.11587094509690943,19,N30-14-2,20,2,0.0,43.0,165.0,14.0,0.0153938040025899,1,1a,1,1
693,0.14,0.15589908976675085,19,N30-14-2,27,2,0.0,43.0,222.0,14.0,0.0153938040025899,1,1a,1,1
694,0.13,0.13904513411629132,19,N30-14-2,26,2,0.0,43.0,198.0,14.0,0.0153938040025899,1,1a,1,1
695,0.1,0.12359567477003672,19,N30-14-2,21,2,0.0,43.0,176.0,14.0,0.0153938040025899,1,1a,1,1
696,0.09,0.11516869694480697,19,N30-14-2,16,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
697,0.08,0.11516869694480697,19,N30-14-2,13,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
698,0.14,0.15098335270203353,19,N30-14-2,24,2,0.0,43.0,215.00000000000003,14.0,0.0153938040025899,1,1a,1,1
699,0.08,0.10533722281537221,19,N30-14-2,8,2,0.0,43.0,150.0,14.0,0.0153938040025899,1,1a,1,1
700,0.08,0.1060394709674747,19,N30-14-2,15,2,0.0,43.0,151.0,14.0,0.0153938040025899,1,1a,1,1
701,0.08,0.1060394709674747,19,N30-14-2,11,2,0.0,43.0,151.0,14.0,0.0153938040025899,1,1a,1,1
702,0.2,0.24874632759115753,19,N30-14-3,27,2,0.0,43.0,261.0,14.0,0.0153938040025899,2,1a,1,1
703,0.1,0.1299159081389591,19,N30-14-3,16,2,0.0,43.0,185.0,14.0,0.0153938040025899,1,1a,1,1
704,0.14,0.15098335270203353,19,N30-14-3,23,2,0.0,43.0,215.00000000000003,14.0,0.0153938040025899,1,1a,1,1
705,0.11,0.1242979229221392,19,N30-14-3,20,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
706,0.09,0.10533722281537221,19,N30-14-3,18,2,0.0,43.0,150.0,14.0,0.0153938040025899,1,1a,1,1
707,0.05,0.11306195248849951,19,N30-14-3,8,2,0.0,43.0,161.0,14.0,0.0153938040025899,1,1a,1,1
708,0.16,0.15730358607095585,19,N30-14-3,26,2,0.0,43.0,224.0,14.0,0.0153938040025899,1,1a,1,1
709,0.08,0.10884846357588462,19,N30-14-3,13,2,0.0,43.0,155.0,14.0,0.0153938040025899,1,1a,1,1
710,0.09,0.11446644879270448,19,N30-14-3,14,2,0.0,43.0,163.0,14.0,0.0153938040025899,1,1a,1,1
711,0.14,0.13553389335577892,19,N30-14-3,25,2,0.0,43.0,193.0,14.0,0.0153938040025899,1,1a,1,1
712,0.09,0.113764200640602,19,N30-14-3,11,2,0.0,43.0,162.0,14.0,0.0153938040025899,1,1a,1,1
713,0.25,0.28591531907029605,19,N30-14-3,28,2,0.0,43.0,300.0,14.0,0.0153938040025899,2,1a,1,1
714,0.12,0.13342714889947146,19,N30-14-3,21,2,0.0,43.0,190.0,14.0,0.0153938040025899,1,1a,1,1
715,0.09,0.12008443400952433,19,N30-14-3,15,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
716,0.1,0.11587094509690943,19,N30-14-3,19,2,0.0,43.0,165.0,14.0,0.0153938040025899,1,1a,1,1
717,0.13,0.14115187857259875,19,N30-14-3,22,2,0.0,43.0,201.0,14.0,0.0153938040025899,1,1a,1,1
718,0.11,0.1259585522653065,19,N30-20-1,31,2,0.0,40.0,160.0,20.0,0.0314159265358979,2,1a,1,1
719,0.15,0.17398025031645462,19,N30-20-1,33,2,0.0,40.0,221.0,20.0,0.0314159265358979,2,1a,1,1
720,0.13,0.1511502627183678,19,N30-20-1,32,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
721,0.1,0.12280958845867385,19,N30-20-1,30,2,0.0,40.0,156.0,20.0,0.0314159265358979,2,1a,1,1
722,0.16,0.17319300936479645,19,N30-20-3,30,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
723,0.15,0.16295887699324027,19,N30-20-3,29,2,0.0,40.0,207.0,20.0,0.0314159265358979,2,1a,1,1
724,0.11,0.12517131131364834,19,N30-20-3,27,2,0.0,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
725,0.14,0.15036302176670963,19,N30-20-3,28,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
726,0.13,0.13834288596418884,19,N32-14-1,19,2,0.0,43.0,197.0,14.0,0.0153938040025899,1,1a,1,1
727,0.1,0.13272490074736898,19,N32-14-1,15,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
728,0.14,0.13834288596418884,19,N32-14-1,23,2,0.0,43.0,197.0,14.0,0.0153938040025899,1,1a,1,1
729,0.19,0.18328676769874766,19,N32-14-1,26,2,0.0,43.0,261.0,14.0,0.0153938040025899,1,1a,1,1
730,0.12,0.14255637487680373,19,N32-14-1,16,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
731,0.15,0.14887660824572604,19,N32-14-1,24,2,0.0,43.0,212.0,14.0,0.0153938040025899,1,1a,1,1
732,0.13,0.14817436009362359,19,N32-14-1,21,2,0.0,43.0,211.0,14.0,0.0153938040025899,1,1a,1,1
733,0.21,0.21137669378284693,19,N32-14-1,28,2,0.0,43.0,301.0,14.0,0.0153938040025899,1,1a,1,1
734,0.16,0.1601125786793658,19,N32-14-1,25,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
735,0.19,0.18890475291556752,19,N32-14-1,27,2,0.0,43.0,269.0,14.0,0.0153938040025899,1,1a,1,1
736,0.11,0.13974738226839378,19,N32-14-2,19,2,0.0,43.0,199.0,14.0,0.0153938040025899,1,1a,1,1
737,0.12,0.14957885639782853,19,N32-14-2,16,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
738,0.2,0.20786545302233453,19,N32-14-2,26,2,0.0,43.0,296.0,14.0,0.0153938040025899,1,1a,1,1
739,0.17,0.1903092492197725,19,N32-14-2,28,2,0.0,43.0,271.0,14.0,0.0153938040025899,1,1a,1,1
740,0.21,0.22963514573751143,19,N32-14-2,30,2,0.0,43.0,327.0,14.0,0.0153938040025899,1,1a,1,1
741,0.12,0.14957885639782853,19,N32-14-2,20,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
742,0.18,0.18398901585085012,19,N32-14-2,22,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
743,0.18,0.18820250476346503,19,N32-14-2,25,2,0.0,43.0,268.0,14.0,0.0153938040025899,1,1a,1,1
744,0.18,0.20786545302233453,19,N32-14-2,29,2,0.0,43.0,296.0,14.0,0.0153938040025899,1,1a,1,1
745,0.11,0.13974738226839378,19,N32-14-2,15,2,0.0,43.0,199.0,14.0,0.0153938040025899,1,1a,1,1
746,0.13,0.16081482683146825,19,N32-14-2,21,2,0.0,43.0,229.0,14.0,0.0153938040025899,1,1a,1,1
747,0.11,0.13342714889947146,19,N32-14-2,12,2,0.0,43.0,190.0,14.0,0.0153938040025899,1,1a,1,1
748,0.21,0.20646095671812956,19,N32-14-2,23,2,0.0,43.0,294.0,14.0,0.0153938040025899,1,1a,1,1
749,0.12,0.15098335270203353,19,N32-14-3,24,2,0.0,43.0,215.00000000000003,14.0,0.0153938040025899,1,1a,1,1
750,0.11,0.14255637487680373,19,N32-14-3,23,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
751,0.15,0.18398901585085012,19,N32-14-3,28,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
752,0.11,0.14255637487680373,19,N32-14-3,16,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
753,0.11,0.14255637487680373,19,N32-14-3,20,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
754,0.19,0.21629243084756428,19,N32-14-3,32,2,0.0,43.0,308.0,14.0,0.0153938040025899,1,1a,1,1
755,0.18,0.20224746780551467,19,N32-14-3,29,2,0.0,43.0,288.0,14.0,0.0153938040025899,1,1a,1,1
756,0.12,0.15660133791885336,19,N32-14-3,27,2,0.0,43.0,223.0,14.0,0.0153938040025899,1,1a,1,1
757,0.22,0.22542165682489654,19,N32-14-3,30,2,0.0,43.0,321.0,14.0,0.0153938040025899,1,1a,1,1
758,0.11,0.13412939705157395,19,N32-14-3,19,2,0.0,43.0,191.0,14.0,0.0153938040025899,1,1a,1,1
759,0.11,0.13834288596418884,19,N32-14-3,26,2,0.0,43.0,197.0,14.0,0.0153938040025899,1,1a,1,1
760,0.09,0.0916514202667296,19,N32-20-1,35,2,0.0,40.0,158.0,20.0,0.0314159265358979,1,1a,1,1
761,0.13,0.17240576841313826,19,N32-20-1,38,2,0.0,40.0,219.0,20.0,0.0314159265358979,2,1a,1,1
762,0.11,0.14957578081505146,19,N32-20-1,36,2,0.0,40.0,190.0,20.0,0.0314159265358979,2,1a,1,1
763,0.08,0.08817098658571454,19,N32-20-1,34,2,0.0,40.0,152.0,20.0,0.0314159265358979,1,1a,1,1
764,0.12,0.15744819033163313,19,N32-20-1,37,2,0.0,40.0,200.0,20.0,0.0314159265358979,2,1a,1,1
765,0.16,0.16925680460650563,19,N32-20-2,28,2,0.0,40.0,215.00000000000003,20.0,0.0314159265358979,2,1a,1,1
766,0.1,0.0916514202667296,19,N32-20-2,26,2,0.0,40.0,158.0,20.0,0.0314159265358979,1,1a,1,1
767,0.13,0.1511502627183678,19,N32-20-2,27,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
768,0.16,0.17240576841313826,19,N32-20-2,29,2,0.0,40.0,219.0,20.0,0.0314159265358979,2,1a,1,1
769,0.13,0.1487885398633933,19,N32-20-3,32,2,0.0,40.0,189.0,20.0,0.0314159265358979,2,1a,1,1
770,0.11,0.09107134798656041,19,N32-20-3,29,2,0.0,40.0,157.0,20.0,0.0314159265358979,1,1a,1,1
771,0.12,0.09977243218909804,19,N32-20-3,31,2,0.0,40.0,172.0,20.0,0.0314159265358979,1,1a,1,1
772,0.15,0.17161852746148012,19,N32-20-3,33,2,0.0,40.0,218.0,20.0,0.0314159265358979,2,1a,1,1
773,0.19,0.2543295370573171,19,N40-10-1,13,2,0.0,45.0,307.0,10.0,0.0078539816339744,1,1a,1,1
774,0.19,0.25184423213493284,19,N40-10-1,10,2,0.0,45.0,304.0,10.0,0.0078539816339744,1,1a,1,1
775,0.2,0.2435598823936522,19,N40-10-1,6,2,0.0,45.0,294.0,10.0,0.0078539816339744,1,1a,1,1
776,0.22,0.2742119764363907,19,N40-10-1,11,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
777,0.21,0.2742119764363907,19,N40-10-1,14,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
778,0.19,0.24604518731603636,19,N40-10-2,18,2,0.0,45.0,297.0,10.0,0.0078539816339744,1,1a,1,1
779,0.18,0.27504041141051877,19,N40-10-2,14,2,0.0,45.0,332.0,10.0,0.0078539816339744,1,1a,1,1
780,0.21,0.26095701685034167,19,N40-10-2,23,2,0.0,45.0,315.0,10.0,0.0078539816339744,1,1a,1,1
781,0.17,0.2551579720314452,19,N40-10-2,13,2,0.0,45.0,308.0,10.0,0.0078539816339744,1,1a,1,1
782,0.16,0.2543295370573171,19,N40-10-2,8,2,0.0,45.0,307.0,10.0,0.0078539816339744,1,1a,1,1
783,0.18,0.27504041141051877,19,N40-10-2,9,2,0.0,45.0,332.0,10.0,0.0078539816339744,1,1a,1,1
784,0.15,0.2352755326523715,19,N40-10-2,12,2,0.0,45.0,284.0,10.0,0.0078539816339744,1,1a,1,1
785,0.2,0.26592762669511005,19,N40-10-2,19,2,0.0,45.0,321.0,10.0,0.0078539816339744,1,1a,1,1
786,0.23,0.28663850104831173,19,N40-10-2,24,2,0.0,45.0,346.0,10.0,0.0078539816339744,1,1a,1,1
787,0.14,0.2435598823936522,19,N40-10-2,7,2,0.0,45.0,294.0,10.0,0.0078539816339744,1,1a,1,1
788,0.25,0.28663850104831173,19,N40-10-2,28,2,0.0,45.0,346.0,10.0,0.0078539816339744,1,1a,1,1
789,0.21,0.2858100660741837,19,N40-10-2,20,2,0.0,45.0,345.0,10.0,0.0078539816339744,1,1a,1,1
790,0.18,0.28166789120354335,19,N40-10-3,8,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
791,0.18,0.2617854518244697,19,N40-10-3,20,2,0.0,45.0,316.0,10.0,0.0078539816339744,1,1a,1,1
792,0.21,0.2725551064881346,19,N40-10-3,24,2,0.0,45.0,329.0,10.0,0.0078539816339744,1,1a,1,1
793,0.18,0.28166789120354335,19,N40-10-3,16,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
794,0.17,0.27586884638464687,19,N40-10-3,11,2,0.0,45.0,333.0,10.0,0.0078539816339744,1,1a,1,1
795,0.16,0.26592762669511005,19,N40-10-3,7,2,0.0,45.0,321.0,10.0,0.0078539816339744,1,1a,1,1
796,0.14,0.23693240260062762,19,N40-10-3,10,2,0.0,45.0,286.0,10.0,0.0078539816339744,1,1a,1,1
797,0.14,0.24438831736778027,19,N40-10-3,6,2,0.0,45.0,295.0,10.0,0.0078539816339744,1,1a,1,1
798,0.17,0.2510157971608048,19,N40-10-3,15,2,0.0,45.0,303.0,10.0,0.0078539816339744,1,1a,1,1
799,0.11,0.13061815629106155,19,N40-14-1,17,2,0.0,43.0,186.0,14.0,0.0153938040025899,1,1a,1,1
800,0.16,0.1825845195466452,19,N40-14-1,26,2,0.0,43.0,260.0,14.0,0.0153938040025899,1,1a,1,1
801,0.09,0.11938218585742184,19,N40-14-1,6,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
802,0.11,0.12780916368265163,19,N40-14-1,7,2,0.0,43.0,182.0,14.0,0.0153938040025899,1,1a,1,1
803,0.1,0.11938218585742184,19,N40-14-1,12,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
804,0.21,0.30974159565948733,19,N40-14-1,30,2,0.0,43.0,325.0,14.0,0.0153938040025899,2,1a,1,1
805,0.16,0.18750025661136252,19,N40-14-1,28,2,0.0,43.0,267.0,14.0,0.0153938040025899,1,1a,1,1
806,0.09,0.11235970433639704,19,N40-14-1,14,2,0.0,43.0,160.0,14.0,0.0153938040025899,1,1a,1,1
807,0.12,0.14606761563731616,19,N40-14-1,22,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
808,0.11,0.14606761563731616,19,N40-14-1,20,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
809,0.11,0.12640466737844666,19,N40-14-1,21,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
810,0.12,0.1432586230289062,19,N40-14-1,24,2,0.0,43.0,204.0,14.0,0.0153938040025899,1,1a,1,1
811,0.09,0.10533722281537221,19,N40-14-1,15,2,0.0,43.0,150.0,14.0,0.0153938040025899,1,1a,1,1
812,0.18,0.2725726041803489,19,N40-14-1,29,2,0.0,43.0,286.0,14.0,0.0153938040025899,2,1a,1,1
813,0.09,0.10533722281537221,19,N40-14-1,11,2,0.0,43.0,150.0,14.0,0.0153938040025899,1,1a,1,1
814,0.12,0.1369383896599839,19,N40-14-1,18,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
815,0.1,0.12008443400952433,19,N40-14-1,16,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
816,0.09,0.1369383896599839,19,N40-14-1,9,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
817,0.13,0.15800583422305833,19,N40-14-1,25,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
818,0.07,0.10884846357588462,19,N40-14-2,7,2,0.0,43.0,155.0,14.0,0.0153938040025899,1,1a,1,1
819,0.21,0.18398901585085012,19,N40-14-2,26,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
820,0.14,0.14255637487680373,19,N40-14-2,21,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
821,0.09,0.1060394709674747,19,N40-14-2,13,2,0.0,43.0,151.0,14.0,0.0153938040025899,1,1a,1,1
822,0.13,0.12640466737844666,19,N40-14-2,23,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
823,0.1,0.11867993770531939,19,N40-14-2,14,2,0.0,43.0,169.0,14.0,0.0153938040025899,1,1a,1,1
824,0.11,0.12921365998685658,19,N40-14-2,15,2,0.0,43.0,184.0,14.0,0.0153938040025899,1,1a,1,1
825,0.13,0.12851141183475412,19,N40-14-2,16,2,0.0,43.0,183.0,14.0,0.0153938040025899,1,1a,1,1
826,0.13,0.13202265259526652,19,N40-14-2,20,2,0.0,43.0,188.0,14.0,0.0153938040025899,1,1a,1,1
827,0.12,0.1299159081389591,19,N40-14-2,18,2,0.0,43.0,185.0,14.0,0.0153938040025899,1,1a,1,1
828,0.26,0.28591531907029605,19,N40-14-2,27,2,0.0,43.0,300.0,14.0,0.0153938040025899,2,1a,1,1
829,0.16,0.15941033052726328,19,N40-14-2,25,2,0.0,43.0,227.0,14.0,0.0153938040025899,1,1a,1,1
