,meas_wmax,wmax_053,EPID,ELID,LOADID,locw,k1,cy,sigs,phi_eq_MC2020,rhoeff_MC2020,CS,epsin,Nrep,t
0,0.228,0.170917133799964,1,2-16R,3,2,1.7209776510422774,35.049999999999976,198.08348109839045,12.7,0.0174539033302085,2,2,1,1
1,0.303,0.22322290077347368,1,2-16R,4,2,2.2407371150845345,35.049999999999976,258.48224516667364,12.7,0.0174539033302085,2,2,1,1
2,0.151,0.12433211034088687,1,2-16R,3,1,1.7209776510422774,35.049999999999976,198.08348109839045,12.7,0.0174539033302085,2,2,1,1
3,0.175,0.1621724274660802,1,2-16R,4,1,2.2407371150845345,35.049999999999976,258.48224516667364,12.7,0.0174539033302085,2,2,1,1
4,0.303,0.1822369626164658,1,2-16T,3,2,1.5230735027274478,35.049999999999976,215.08982554508447,12.7,0.0174539033302085,2,2,1,1
5,0.344,0.23832046852120836,1,2-16T,4,2,1.9891471128381657,35.049999999999976,281.1877230395622,12.7,0.0174539033302085,2,2,1,1
6,0.446,0.2885339113828604,1,2-16T,5,2,2.405287983054968,35.049999999999976,340.3258668771513,12.7,0.0174539033302085,2,2,1,1
7,0.197,0.13626021129004845,1,2-16T,3,1,1.5230735027274478,35.049999999999976,215.08982554508447,12.7,0.0174539033302085,2,2,1,1
8,0.305,0.17810277088880194,1,2-16T,4,1,1.9891471128381657,35.049999999999976,281.1877230395622,12.7,0.0174539033302085,2,2,1,1
9,0.356,0.21552625802465797,1,2-16T,5,1,2.405287983054968,35.049999999999976,340.3258668771513,12.7,0.0174539033302085,2,2,1,1
10,0.252,0.19289324560487955,1,2-24R,2,2,1.2711711495919569,35.049999999999976,197.30800034554832,12.7,0.0153020522347034,1,2,1,1
11,0.391,0.32168820944895377,1,2-24R,3,2,2.109796622656963,35.049999999999976,328.6324485774948,12.7,0.0153020522347034,2,2,1,1
12,0.161,0.1425091052006694,1,2-24R,2,1,1.2711711495919569,35.049999999999976,197.30800034554832,12.7,0.0153020522347034,1,2,1,1
13,0.318,0.23720754271248778,1,2-24R,3,1,2.109796622656963,35.049999999999976,328.6324485774948,12.7,0.0153020522347034,2,2,1,1
14,0.148,0.11070595739819795,1,2-32R1,2,2,1.6713671977421114,35.00000000000002,157.36757000838156,12.7,0.0249525718711917,2,2,1,1
15,0.251,0.1867030066663817,1,2-32R1,3,2,2.803583686535155,35.00000000000002,265.04735031747714,12.7,0.0249525718711917,2,2,1,1
16,0.137,0.0856158724410587,1,2-32R1,2,1,1.6713671977421114,35.00000000000002,157.36757000838156,12.7,0.0249525718711917,2,2,1,1
17,0.214,0.144066442747361,1,2-32R1,3,1,2.803583686535155,35.00000000000002,265.04735031747714,12.7,0.0249525718711917,2,2,1,1
18,0.279,0.1416543612481706,1,2-4.75T,4,2,2.7557042489660666,35.17999999999997,191.1045215188624,12.7,0.0383649706486183,2,2,1,1
19,0.392,0.1897741867135926,1,2-4.75T,5,2,3.685897743816651,35.17999999999997,255.8974991437278,12.7,0.0383649706486183,2,2,1,1
20,0.4233717399409609,0.22355674448560015,1,2-4.75T,6,2,4.3370341345997,35.17999999999997,301.3452136588619,12.7,0.0383649706486183,2,2,1,1
21,0.163,0.09504259051540297,1,2-4.75T,4,1,2.7557042489660666,35.17999999999997,191.1045215188624,12.7,0.0383649706486183,2,2,1,1
22,0.25,0.12724488254750607,1,2-4.75T,5,1,3.685897743816651,35.17999999999997,255.8974991437278,12.7,0.0383649706486183,2,2,1,1
23,0.188,0.13120359893367675,1,2-8R,2,2,2.6580586302820026,35.049999999999976,186.87876303806135,12.7,0.0349078066604171,2,2,1,1
24,0.254,0.17540054641905417,1,2-8R,3,2,3.532183462814829,35.049999999999976,249.3760073123149,12.7,0.0349078066604171,2,2,1,1
25,0.124,0.0919230452137317,1,2-8R,2,1,2.6580586302820026,35.049999999999976,186.87876303806135,12.7,0.0349078066604171,2,2,1,1
26,0.199,0.12254952299943328,1,2-8R,3,1,3.532183462814829,35.049999999999976,249.3760073123149,12.7,0.0349078066604171,2,2,1,1
27,0.176,0.16294464480225204,1,2-8T,3,2,1.635633044825464,35.049999999999976,191.9465075298567,12.7,0.0174539033302085,2,2,1,1
28,0.275,0.21441993159287848,1,2-8T,4,2,2.148769759073008,35.049999999999976,252.47512226345737,12.7,0.0174539033302085,2,2,1,1
29,0.38,0.27363424697602573,1,2-8T,5,2,2.736743614003816,35.049999999999976,322.0338043867156,12.7,0.0174539033302085,2,2,1,1
30,0.164,0.12147971363769813,1,2-8T,3,1,1.635633044825464,35.049999999999976,191.9465075298567,12.7,0.0174539033302085,2,2,1,1
31,0.202,0.15975256918200165,1,2-8T,4,1,2.148769759073008,35.049999999999976,252.47512226345737,12.7,0.0174539033302085,2,2,1,1
32,0.301,0.20371281982965112,1,2-8T,5,1,2.736743614003816,35.049999999999976,322.0338043867156,12.7,0.0174539033302085,2,2,1,1
33,0.305,0.22844237114952934,1,3-S1,3,1,2.202475680010651,41.274999999999984,264.92036985274274,19.05,0.0103594286329902,2,2,1,1
34,0.406,0.313715690603612,1,3-S2,3,2,0.8026876628081269,44.44999999999998,197.36542245722396,12.700000000000005,0.0087266462599716,1,2,1,1
35,0.255,0.17802644766276438,1,3-S2,3,1,0.8026876628081269,44.44999999999998,197.36542245722396,12.700000000000005,0.0087266462599716,1,2,1,1
36,0.358,0.24399654659871522,1,3-S2,4,1,1.0997431905367974,44.44999999999998,270.80813216176665,12.700000000000005,0.0087266462599716,1,2,1,1
37,0.115,0.12718260266995615,2,R17,3,1,2.903560298989625,30.0,208.1364770305348,16.0,0.028519422670886,2,2,1,1
38,0.13,0.1594085616096724,2,R17,4,1,3.629593556735535,30.0,260.97317682222905,16.0,0.028519422670886,2,2,1,1
39,0.15,0.19183360408701602,2,R17,5,1,4.355435903816773,30.0,314.1839293348618,16.0,0.028519422670886,2,2,1,1
40,0.185,0.19183360408701602,2,R17,6,1,4.355435903816773,30.0,314.1839293348618,16.0,0.028519422670886,2,2,14,1
41,0.115,0.16173208256688287,2,R17,3,2,2.903560298989625,30.0,208.1364770305348,16.0,0.028519422670886,2,2,1,1
42,0.13,0.2029859096390943,2,R17,4,2,3.629593556735535,30.0,260.97317682222905,16.0,0.028519422670886,2,2,1,1
43,0.15,0.24462729356072677,2,R17,5,2,4.355435903816773,30.0,314.1839293348618,16.0,0.028519422670886,2,2,1,1
44,0.165,0.24462729356072677,2,R17,6,2,4.355435903816773,30.0,314.1839293348618,16.0,0.028519422670886,2,2,14,1
45,0.125,0.0743670903619398,2,R18,3,1,1.5492389508955433,20.0,191.1342290475247,12.341463414634148,0.0157702964555201,2,2,1,1
46,0.135,0.09306162339340913,2,R18,4,1,1.936449199860702,20.0,239.1887328785413,12.341463414634148,0.0157702964555201,2,2,1,1
47,0.21,0.11181380750675028,2,R18,5,1,2.323858426343315,20.0,287.3944581718916,12.341463414634148,0.0157702964555201,2,2,1,1
48,0.235,0.11181380750675028,2,R18,6,1,2.323858426343315,20.0,287.3944581718916,12.341463414634148,0.0157702964555201,2,2,14,1
49,0.275,0.13060735040986646,2,R18,7,1,2.7110686753084736,20.0,335.7097043010754,12.341463414634148,0.0157702964555201,2,2,1,1
50,0.125,0.12643077818512344,2,R18,3,2,1.5492389508955433,20.0,191.1342290475247,12.341463414634148,0.0157702964555201,2,2,1,1
51,0.125,0.1582547367264908,2,R18,4,2,1.936449199860702,20.0,239.1887328785413,12.341463414634148,0.0157702964555201,2,2,1,1
52,0.185,0.1901952488655115,2,R18,5,2,2.323858426343315,20.0,287.3944581718916,12.341463414634148,0.0157702964555201,2,2,1,1
53,0.168,0.1901952488655115,2,R18,6,2,2.323858426343315,20.0,287.3944581718916,12.341463414634148,0.0157702964555201,2,2,14,1
54,0.2,0.22222566912957892,2,R18,7,2,2.7110686753084736,20.0,335.7097043010754,12.341463414634148,0.0157702964555201,2,2,1,1
55,0.085,0.08770049234219315,2,R19,1,1,1.2871709202114967,33.0,154.28456042344084,10.0,0.0147078307752331,1,2,1,1
56,0.115,0.11709281736377439,2,R19,2,1,1.716227893615329,33.0,206.0266194787813,10.0,0.0147078307752331,2,2,1,1
57,0.135,0.1465731729694992,2,R19,3,1,2.145284867019161,33.0,257.94261488758053,10.0,0.0147078307752331,2,2,1,1
58,0.2,0.17614767167454098,2,R19,4,1,2.5743418404229934,33.0,310.04460147185046,10.0,0.0147078307752331,2,2,1,1
59,0.215,0.17614767167454098,2,R19,5,1,2.5743418404229934,33.0,310.04460147185046,10.0,0.0147078307752331,2,2,14,1
60,0.115,0.1451671256567837,2,R19,2,2,1.716227893615329,33.0,206.0266194787813,10.0,0.0147078307752331,2,2,1,1
61,0.15,0.18182871541950446,2,R19,3,2,2.145284867019161,33.0,257.94261488758053,10.0,0.0147078307752331,2,2,1,1
62,0.2,0.21865830579603898,2,R19,4,2,2.5743418404229934,33.0,310.04460147185046,10.0,0.0147078307752331,2,2,1,1
63,0.225,0.21865830579603898,2,R19,5,2,2.5743418404229934,33.0,310.04460147185046,10.0,0.0147078307752331,2,2,14,1
64,0.1,0.11774054111278393,2,R21,3,1,3.235078358649276,19.0,196.24104766651948,21.33333333333333,0.0264772911709954,2,2,1,1
65,0.14,0.14762907161636493,2,R21,4,1,4.043847948311595,19.0,246.1028435943572,21.33333333333333,0.0264772911709954,2,2,1,1
66,0.2,0.17774273170762495,2,R21,5,1,4.852617537973914,19.0,296.3627632557641,21.33333333333333,0.0264772911709954,2,2,1,1
67,0.19,0.17774273170762495,2,R21,6,1,4.852617537973914,19.0,296.3627632557641,21.33333333333333,0.0264772911709954,2,2,14,1
68,0.275,0.20811256237134243,2,R21,7,1,5.6613871276362335,19.0,347.07577016090767,21.33333333333333,0.0264772911709954,2,2,1,1
