,meas_smax,smax_019,EPID,ELID,LOADID,locw,k1,cy,sigs,phi_eq_MC2020,rhoeff_MC2020,CS,epsin,Nrep,t
138,210.0,388.48682487252603,2,R61,6,2,5.871478574272209,29.0,301.19709243586414,26.0,0.0240784198846564,2,2,1,1
142,280.0,373.5951760840381,2,R66,6,1,4.518927379356784,25.5,299.828378495232,26.0,0.0262673671468979,2,2,1,1
146,280.0,373.5951760840381,2,R66,6,2,4.518927379356784,25.5,299.828378495232,26.0,0.0262673671468979,2,2,1,1
150,280.0,381.6570987788044,2,R67,6,1,4.60444127780043,27.5,299.19484198488755,26.0,0.0249702132137178,2,2,1,1
154,280.0,381.6570987788044,2,R67,6,2,4.60444127780043,27.5,299.19484198488755,26.0,0.0249702132137178,2,2,1,1
158,300.0,277.65639394857067,2,R68,7,1,6.457702669328033,28.0,300.82934744331106,26.0,0.0369985476276428,2,2,1,1
162,300.0,277.65639394857067,2,R68,7,2,6.457702669328033,28.0,300.82934744331106,26.0,0.0369985476276428,2,2,1,1
169,190.0,245.5496976413823,3,T12,11,1,9.058714932140395,25.0,291.9789584534265,32.0,0.0560451372347726,2,2,1,1
176,180.0,245.5496976413823,3,T12,11,2,9.058714932140395,25.0,291.9789584534265,32.0,0.0560451372347726,2,2,1,1
200,170.0,301.5083454387146,3,T7,6,1,9.785344513866916,40.0,303.275932890277,32.0,0.0410330469040299,2,2,14,1
204,170.0,301.5083454387146,3,T7,6,2,9.785344513866916,40.0,303.275932890277,32.0,0.0410330469040299,2,2,14,1
219,240.0,365.5925931208229,4,PL 15/255,7,2,5.119245400764625,16.0,327.3509133740737,12.0,0.0122399713776225,2,2,1,1
232,320.0,494.36776720100573,4,PL 30/256,7,2,5.972756862667964,17.0,328.204281362172,16.0,0.0159572960182338,2,2,1,1
243,184.0,271.89815034289916,6,B5,5,1,4.154384247842597,35.0,276.3105447558619,22.0,0.0324899753063559,2,2,1000,1
249,225.0,269.836164264261,6,B6,5,1,4.407388738175167,35.0,275.4852032479558,22.0,0.0324899753063559,2,2,1000,1
266,211.8121139172694,185.19202264079792,10,Specimen 1,5,2,1.9108117409902143,30.0,173.5,16.0,0.0443213296398892,2,1a,1,1
267,211.8121139172694,185.19202264079792,10,Specimen 2,5,2,1.9108117409902143,30.0,173.5,16.0,0.0443213296398892,2,1a,1,1
268,211.8121139172694,185.19202264079792,10,Specimen 3,5,2,1.9108117409902143,30.0,173.5,16.0,0.0443213296398892,2,1a,1,1
269,211.8121139172694,185.286649196607,10,Specimen 5,5,2,1.914115738236883,30.0,173.79999999999998,16.0,0.0443213296398892,2,1a,1,1
276,400.0,305.82207060387344,11,1B2c,7,2,2.1613465878967952,45.0,290.7684,10.0,0.0157079632679489,2,1a,1,1
280,250.0,190.00846806679857,11,2A2b,6,2,1.5646749521910144,22.0,291.55319999999995,6.0,0.0113097335529232,2,1a,1,1
282,230.0,172.01718370370628,11,2A2d,8,2,2.4835399306762493,21.0,272.1294,8.0,0.0201061929829746,2,1a,1,1
287,140.0,197.06372280928602,11,3A2b,5,2,1.7511786284056308,22.0,291.2589,6.0,0.0113097335529232,2,1a,1,1
289,190.0,175.0218278101473,11,3A2d,6,2,2.850002136477087,21.0,279.1926,8.0,0.0201061929829746,2,1a,1,1
470,254.9900323083528,317.8458833009674,19,N10-14-1,23,2,1.390186710581389,43.0,231.0,14.0,0.0153938040025899,2,1a,1,1
477,294.55617404139235,311.89302305076757,19,N10-14-2,20,2,1.348059840563771,43.0,224.0,14.0,0.0153938040025899,2,1a,1,1
480,227.6660240391176,277.55844649963086,19,N10-20-1,25,2,1.865212246021999,40.0,165.0,20.0,0.0314159265358979,2,1a,1,1
483,227.6660240391176,278.06389191983646,19,N10-20-2,24,2,1.8765165626645568,40.0,166.0,20.0,0.0314159265358979,2,1a,1,1
487,227.6660240391176,279.05116032337077,19,N10-20-3,27,2,1.899125195949672,40.0,168.0,20.0,0.0314159265358979,2,1a,1,1
539,308.9980466668703,320.2968052956621,19,N12-14-2,27,2,1.4088906816127718,43.0,326.0,14.0,0.0153938040025899,2,1a,1,1
554,219.70320017479133,311.2949364454529,19,N12-14-3,33,2,1.3440644232563557,43.0,311.0,14.0,0.0153938040025899,2,1a,1,1
566,215.85448051971528,259.7606317039,19,N12-20-1,34,2,1.555038139760693,40.0,189.0,20.0,0.0314159265358979,2,1a,1,1
569,246.01062118055785,259.7606317039,19,N12-20-2,30,2,1.555038139760693,40.0,189.0,20.0,0.0314159265358979,2,1a,1,1
572,244.9831488563705,260.35544450489317,19,N12-20-3,19,2,1.5632658547858818,40.0,190.0,20.0,0.0314159265358979,2,1a,1,1
626,263.7659200903871,326.71722469482046,19,N20-14-1,30,2,1.462261451234966,43.0,260.0,14.0,0.0153938040025899,2,1a,1,1
645,190.6832056985386,306.0039112346471,19,N20-14-2,34,2,1.3104112236067196,43.0,233.0,14.0,0.0153938040025899,2,1a,1,1
668,263.7659200903871,326.71722469482046,19,N20-14-3,28,2,1.462261451234966,43.0,260.0,14.0,0.0153938040025899,2,1a,1,1
676,249.79398762444632,268.34322294506615,19,N20-20-1,19,2,1.6862359763391594,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
679,249.79398762444632,268.9611576582517,19,N20-20-2,31,2,1.6968412340519847,40.0,160.0,20.0,0.0314159265358979,2,1a,1,1
680,249.79398762444632,268.34322294506615,19,N20-20-3,31,2,1.6862359763391594,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
725,258.8183832976803,305.2313396444813,19,N22-14-3,32,2,1.3057375283401391,43.0,325.0,14.0,0.0153938040025899,2,1a,1,1
744,251.6683278150442,267.46010761133687,19,N22-20-1,31,2,1.671378528030674,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
746,231.1625910024641,247.27334007834926,19,N22-20-2,33,2,1.4054773985712483,40.0,185.0,20.0,0.0314159265358979,2,1a,1,1
751,188.92810268089391,257.6715615922984,19,N22-20-3,35,2,1.5270322006098431,40.0,201.0,20.0,0.0314159265358979,2,1a,1,1
804,295.7806576047998,307.40918130724316,19,N30-14-1,30,2,1.3190641741648088,43.0,260.0,14.0,0.0153938040025899,2,1a,1,1
822,295.7806576047998,306.58916343912244,19,N30-14-2,28,2,1.313990850418021,43.0,259.0,14.0,0.0153938040025899,2,1a,1,1
834,295.7806576047998,308.2183135707943,19,N30-14-3,27,2,1.3241374979115963,43.0,261.0,14.0,0.0153938040025899,2,1a,1,1
857,243.0005800796372,256.00821058369974,19,N30-20-1,30,2,1.505675752498589,40.0,156.0,20.0,0.0314159265358979,2,1a,1,1
858,243.0005800796372,258.2484727497438,19,N30-20-2,27,2,1.5346310554312543,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
863,243.0005800796372,258.2484727497438,19,N30-20-3,27,2,1.5346310554312543,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
914,183.0741569147395,247.6240628006197,19,N32-20-1,37,2,1.4091530443255622,40.0,200.0,20.0,0.0314159265358979,2,1a,1,1
917,227.6643331250108,241.94990114778628,19,N32-20-2,27,2,1.3527869225525395,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
919,227.6643331250108,239.6449439902343,19,N32-20-3,32,2,1.3316496268876563,40.0,189.0,20.0,0.0314159265358979,2,1a,1,1
974,253.62582990693616,313.47022511444027,19,N40-14-1,27,2,1.3587952034337611,43.0,285.0,14.0,0.0153938040025899,2,1a,1,1
992,327.9769996904818,322.9712518485371,19,N40-14-2,27,2,1.430310740456591,43.0,300.0,14.0,0.0153938040025899,2,1a,1,1
1018,327.9769996904818,323.5482109669582,19,N40-14-3,28,2,1.4350784429247796,43.0,301.0,14.0,0.0153938040025899,2,1a,1,1
1022,211.50667460245072,256.4138508360798,19,N40-20-1,37,2,1.5108098711430111,40.0,166.0,20.0,0.0314159265358979,2,1a,1,1
1027,234.74221709004067,251.10244622856203,19,N40-20-2,28,2,1.4471010211550528,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
1030,231.33704048444807,278.3924411856827,19,N40-20-3,32,2,1.8839617067867669,40.0,207.0,20.0,0.0314159265358979,2,1a,1,1
1073,184.09313983663188,251.07734713376445,19,N42-20-1,32,2,1.4468170965897396,40.0,207.0,20.0,0.0314159265358979,2,1a,1,1
1075,214.48345245251488,260.0226592722825,19,N42-20-2,30,2,1.5586483697560962,40.0,223.0,20.0,0.0314159265358979,2,1a,1,1
1083,213.2091606147338,258.47780931504786,19,N42-20-3,35,2,1.5376800060374043,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
1091,256.7386906438196,318.012851888472,19,S20-14-1,32,2,1.391434214341846,43.0,287.0,14.0,0.0153938040025899,2,1a,1,1
1109,293.38918180448707,304.9694807005614,19,S20-14-2,27,2,1.3041665632681414,43.0,269.0,14.0,0.0153938040025899,2,1a,1,1
1134,277.3698546412232,343.5679222370051,19,S20-14-3,29,2,1.6435407618881035,43.0,339.0,14.0,0.0153938040025899,2,1a,1,1
1142,234.24518670654248,283.9802123320088,19,S20-20-1,34,2,2.0237383247629426,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
1144,253.34827114824895,269.24546466671535,19,S20-20-2,26,2,1.7017799549142922,40.0,185.0,20.0,0.0314159265358979,2,1a,1,1
1145,193.69593493134687,264.17421929092234,19,S20-20-3,30,2,1.6189906598103538,40.0,176.0,20.0,0.0314159265358979,2,1a,1,1
1196,245.79970608083988,258.520757346026,19,S22-20-1,35,2,1.5382527877598389,40.0,224.00000000000003,20.0,0.0314159265358979,2,1a,1,1
1201,245.79970608083988,257.47901440365655,19,S22-20-2,31,2,1.5245183878691255,40.0,222.0,20.0,0.0314159265358979,2,1a,1,1
1202,222.58890714716603,236.55600041346207,19,S22-20-3,29,2,1.3047679896177202,40.0,190.0,20.0,0.0314159265358979,2,1a,1,1
1212,258.06056728352263,319.6502122683296,19,S30-14-1,34,2,1.403873218820014,43.0,331.0,14.0,0.0153938040025899,2,1a,1,1
1230,258.06056728352263,318.53902599463106,19,S30-14-2,36,2,1.3953906011836392,43.0,329.0,14.0,0.0153938040025899,2,1a,1,1
1261,264.3335218367161,325.3739154487363,19,S30-14-3,35,2,1.450527615820075,43.0,342.0,14.0,0.0153938040025899,2,1a,1,1
1266,254.92936346477572,272.69652461764736,19,S30-20-1,33,2,1.7649058696728128,40.0,217.0,20.0,0.0314159265358979,2,1a,1,1
1270,245.3341748769886,259.0463775050947,19,S30-20-2,34,2,1.5453092868102971,40.0,190.0,20.0,0.0314159265358979,2,1a,1,1
1272,245.3341748769886,259.0463775050947,19,S30-20-3,36,2,1.5453092868102971,40.0,190.0,20.0,0.0314159265358979,2,1a,1,1
1323,274.8792231777053,249.93126196480188,19,S32-20-1,27,2,1.434012553171521,40.0,218.0,20.0,0.0314159265358979,2,1a,1,1
1327,196.7948144370947,238.5783630196724,19,S32-20-2,31,2,1.3221858861810818,40.0,201.0,20.0,0.0314159265358979,2,1a,1,1
1335,205.1636794816948,245.56690536016242,19,S32-20-3,34,2,1.387966278528399,40.0,211.00000000000003,20.0,0.0314159265358979,2,1a,1,1
1375,191.0,278.9484372144571,21,B3-a,9,2,2.0172933326924336,25.0,321.8951306073301,16.0,0.0213517093624509,2,2,1,1
1385,191.0,278.88963744173446,21,B3-b,11,2,2.013574622212445,25.0,321.86114466660456,16.0,0.0213517093624509,2,2,1,1
1414,153.0,339.1693540755064,23,BSTN3-16,4,1,2.957867217069731,50.0,336.12961455129783,16.0,0.0218545575901898,2,2,1,1
1429,320.0,392.6442122137994,23,STN12,5,2,1.7272874645097351,44.0,337.99999999999994,12.0,0.0113097335529232,2,1a,1,1
1431,240.0,345.3816482013945,23,STN16,5,2,2.553042799071323,42.0,299.0,16.0,0.0201061929829746,2,1a,1,1
1433,145.0,330.4637797532724,23,STS16,7,2,2.006109340473071,42.0,249.0,16.0,0.0201061929829746,2,1a,1,1
1435,249.41481883620068,249.45977708223873,24,25-20-00,12,1,6.544710743597168,32.0,273.91348406242673,22.483870967741936,0.0213705643150296,2,2,1,1
1438,206.13046391037383,247.28366949931097,24,25-20-10,5,1,5.004070864798625,32.0,207.97451832082945,22.483870967741936,0.0210897310978935,2,2,1,1
1448,141.7,201.72028612723045,25,S1-2,4,1,2.5030659699118383,19.0,292.70412435112644,14.0,0.029782162209004,2,2,1,1
1450,125.1,333.6554115819898,25,S1-4,4,1,2.7878763497666195,20.0,327.7819575092597,22.0,0.0250251949364295,2,2,1,1
1478,170.0,307.2545160523725,29,350-20-1,8,1,3.00870443854915,30.0,297.45380358689647,20.0,0.0224399475256413,2,2,1,1
1483,170.0,307.04996938091085,29,350-20-2,8,1,2.986199400856151,30.0,296.79087284598705,20.0,0.0224399475256413,2,2,1,1
