,meas_wmax,wmax_001a,EPID,ELID,LOADID,locw,k1,cy,sigs,phi_eq_MC2020,rhoeff_MC2020,CS,epsin,Nrep,t
452,0.203,0.3173523511284445,19,N20-14-2,33,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
453,0.117,0.21852771547002545,19,N20-14-2,18,2,0.0,43.0,157.0,14.0,0.0153938040025899,1,1a,1,1
454,0.187,0.2811630479295868,19,N20-14-2,31,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
455,0.149,0.2505413298382457,19,N20-14-2,26,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
456,0.148,0.23662236706945425,19,N20-14-2,25,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
457,0.206,0.32709562506659856,19,N20-14-2,32,2,0.0,43.0,235.0,14.0,0.0153938040025899,2,1a,1,1
458,0.206,0.32431183251284024,19,N20-14-2,34,2,0.0,43.0,233.0,14.0,0.0153938040025899,2,1a,1,1
459,0.138,0.22687909313130028,19,N20-14-2,24,2,0.0,43.0,163.0,14.0,0.0153938040025899,1,1a,1,1
460,0.276,0.4414820904027839,19,N20-14-2,36,2,0.0,43.0,299.0,14.0,0.0153938040025899,2,1a,1,1
461,0.117,0.21852771547002545,19,N20-14-2,16,2,0.0,43.0,157.0,14.0,0.0153938040025899,1,1a,1,1
462,0.117,0.21852771547002545,19,N20-14-2,15,2,0.0,43.0,157.0,14.0,0.0153938040025899,1,1a,1,1
463,0.232,0.36189303198857714,19,N20-14-2,35,2,0.0,43.0,260.0,14.0,0.0153938040025899,2,1a,1,1
464,0.148,0.23662236706945425,19,N20-14-2,19,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
465,0.117,0.21296013036250885,19,N20-14-2,14,2,0.0,43.0,153.0,14.0,0.0153938040025899,1,1a,1,1
466,0.181,0.2895144255908617,19,N20-14-2,28,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
467,0.117,0.21713581919314626,19,N20-14-2,11,2,0.0,43.0,156.0,14.0,0.0153938040025899,1,1a,1,1
468,0.117,0.21991961174690455,19,N20-14-2,21,2,0.0,43.0,158.0,14.0,0.0153938040025899,1,1a,1,1
469,0.148,0.23662236706945425,19,N20-14-2,22,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
470,0.187,0.282554944206466,19,N20-14-2,29,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
471,0.165,0.27141977399143286,19,N20-14-2,27,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
472,0.148,0.24358184845384998,19,N20-14-3,16,2,0.0,43.0,175.0,14.0,0.0153938040025899,1,1a,1,1
473,0.117,0.21991961174690455,19,N20-14-3,18,2,0.0,43.0,158.0,14.0,0.0153938040025899,1,1a,1,1
474,0.149,0.24914943356136654,19,N20-14-3,22,2,0.0,43.0,179.0,14.0,0.0153938040025899,1,1a,1,1
475,0.203,0.31317666229780716,19,N20-14-3,25,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
476,0.203,0.31317666229780716,19,N20-14-3,27,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
477,0.335,0.47163984306849865,19,N20-14-3,29,2,0.0,43.0,312.0,14.0,0.0153938040025899,2,1a,1,1
478,0.149,0.24914943356136654,19,N20-14-3,19,2,0.0,43.0,179.0,14.0,0.0153938040025899,1,1a,1,1
479,0.149,0.24914943356136654,19,N20-14-3,17,2,0.0,43.0,179.0,14.0,0.0153938040025899,1,1a,1,1
480,0.148,0.2407980559000917,19,N20-14-3,21,2,0.0,43.0,173.0,14.0,0.0153938040025899,1,1a,1,1
481,0.232,0.36189303198857714,19,N20-14-3,28,2,0.0,43.0,260.0,14.0,0.0153938040025899,2,1a,1,1
482,0.165,0.2672440851607954,19,N20-14-3,23,2,0.0,43.0,192.0,14.0,0.0153938040025899,1,1a,1,1
483,0.165,0.2672440851607954,19,N20-14-3,20,2,0.0,43.0,192.0,14.0,0.0153938040025899,1,1a,1,1
484,0.117,0.21713581919314626,19,N20-14-3,11,2,0.0,43.0,156.0,14.0,0.0153938040025899,1,1a,1,1
485,0.117,0.21713581919314626,19,N20-14-3,15,2,0.0,43.0,156.0,14.0,0.0153938040025899,1,1a,1,1
486,0.181,0.29090632186774085,19,N20-14-3,26,2,0.0,43.0,209.0,14.0,0.0153938040025899,1,1a,1,1
487,0.181,0.2895144255908617,19,N20-14-3,24,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
488,0.117,0.21713581919314626,19,N20-14-3,12,2,0.0,43.0,156.0,14.0,0.0153938040025899,1,1a,1,1
489,0.155,0.17919811157166135,19,N20-20-1,19,2,0.0,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
490,0.195,0.2880576465022194,19,N20-20-1,20,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
491,0.195,0.2880576465022194,19,N20-20-2,32,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
492,0.155,0.18098269411150658,19,N20-20-2,31,2,0.0,40.0,160.0,20.0,0.0314159265358979,2,1a,1,1
493,0.155,0.17919811157166135,19,N20-20-3,31,2,0.0,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
494,0.195,0.2880576465022194,19,N20-20-3,32,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
495,0.273,0.5925337422610777,19,N22-10-1,24,2,0.0,45.0,338.0,10.0,0.0078539816339744,1,1a,1,1
496,0.197,0.5785092749886263,19,N22-10-1,13,2,0.0,45.0,330.0,10.0,0.0078539816339744,1,1a,1,1
497,0.358,0.6048051511244729,19,N22-10-2,26,2,0.0,45.0,345.0,10.0,0.0078539816339744,1,1a,1,1
498,0.273,0.5960398590791907,19,N22-10-2,8,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
499,0.358,0.6135704431697552,19,N22-10-2,14,2,0.0,45.0,350.0,10.0,0.0078539816339744,1,1a,1,1
500,0.358,0.6135704431697552,19,N22-10-2,10,2,0.0,45.0,350.0,10.0,0.0078539816339744,1,1a,1,1
501,0.197,0.5802623333976826,19,N22-10-3,10,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
502,0.358,0.6135704431697552,19,N22-10-3,4,2,0.0,45.0,350.0,10.0,0.0078539816339744,1,1a,1,1
503,0.358,0.6083112679425858,19,N22-10-3,7,2,0.0,45.0,347.0,10.0,0.0078539816339744,1,1a,1,1
504,0.273,0.5925337422610777,19,N22-10-3,13,2,0.0,45.0,338.0,10.0,0.0078539816339744,1,1a,1,1
505,0.273,0.5907806838520213,19,N22-10-3,16,2,0.0,45.0,337.0,10.0,0.0078539816339744,1,1a,1,1
506,0.143,0.272811670268312,19,N22-14-1,16,2,0.0,43.0,196.0,14.0,0.0153938040025899,1,1a,1,1
507,0.143,0.2742035665451911,19,N22-14-1,19,2,0.0,43.0,197.0,14.0,0.0153938040025899,1,1a,1,1
508,0.133,0.2505413298382457,19,N22-14-1,18,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
509,0.15,0.2672440851607954,19,N22-14-1,13,2,0.0,43.0,192.0,14.0,0.0153938040025899,1,1a,1,1
510,0.278,0.399474231464314,19,N22-14-1,26,2,0.0,43.0,287.0,14.0,0.0153938040025899,1,1a,1,1
511,0.143,0.272811670268312,19,N22-14-1,12,2,0.0,43.0,196.0,14.0,0.0153938040025899,1,1a,1,1
512,0.173,0.31596045485156543,19,N22-14-1,24,2,0.0,43.0,227.0,14.0,0.0153938040025899,1,1a,1,1
513,0.164,0.2839468404833451,19,N22-14-1,17,2,0.0,43.0,204.0,14.0,0.0153938040025899,1,1a,1,1
514,0.164,0.2881225293139825,19,N22-14-1,23,2,0.0,43.0,207.0,14.0,0.0153938040025899,1,1a,1,1
515,0.127,0.25471701866888313,19,N22-14-1,11,2,0.0,43.0,183.0,14.0,0.0153938040025899,1,1a,1,1
516,0.173,0.3173523511284445,19,N22-14-1,22,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
517,0.224,0.3632849282654563,19,N22-14-1,25,2,0.0,43.0,261.0,14.0,0.0153938040025899,1,1a,1,1
518,0.127,0.25610891494576227,19,N22-14-1,15,2,0.0,43.0,184.0,14.0,0.0153938040025899,1,1a,1,1
519,0.164,0.28533873676022425,19,N22-14-1,20,2,0.0,43.0,205.0,14.0,0.0153938040025899,1,1a,1,1
520,0.173,0.3173523511284445,19,N22-14-1,21,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
521,0.159,0.2978658032521366,19,N22-14-2,15,2,0.0,43.0,214.0,14.0,0.0153938040025899,1,1a,1,1
522,0.143,0.2769873590989494,19,N22-14-2,17,2,0.0,43.0,199.0,14.0,0.0153938040025899,1,1a,1,1
523,0.315,0.4147850905099845,19,N22-14-2,26,2,0.0,43.0,298.0,14.0,0.0153938040025899,1,1a,1,1
524,0.224,0.3632849282654563,19,N22-14-2,22,2,0.0,43.0,261.0,14.0,0.0153938040025899,1,1a,1,1
525,0.215,0.38694716497240167,19,N22-14-2,25,2,0.0,43.0,278.0,14.0,0.0153938040025899,1,1a,1,1
526,0.133,0.24358184845384998,19,N22-14-2,12,2,0.0,43.0,175.0,14.0,0.0153938040025899,1,1a,1,1
527,0.15,0.263068396330158,19,N22-14-2,13,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
528,0.173,0.31317666229780716,19,N22-14-2,18,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
529,0.205,0.3646768245423354,19,N22-14-2,24,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
530,0.164,0.2811630479295868,19,N22-14-2,14,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
531,0.173,0.31317666229780716,19,N22-14-2,16,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
532,0.164,0.32709562506659856,19,N22-14-2,21,2,0.0,43.0,235.0,14.0,0.0153938040025899,1,1a,1,1
533,0.215,0.38694716497240167,19,N22-14-2,23,2,0.0,43.0,278.0,14.0,0.0153938040025899,1,1a,1,1
534,0.159,0.2978658032521366,19,N22-14-2,20,2,0.0,43.0,214.0,14.0,0.0153938040025899,1,1a,1,1
535,0.133,0.24358184845384998,19,N22-14-2,10,2,0.0,43.0,175.0,14.0,0.0153938040025899,1,1a,1,1
536,0.164,0.32709562506659856,19,N22-14-2,19,2,0.0,43.0,235.0,14.0,0.0153938040025899,1,1a,1,1
537,0.159,0.3048252846365323,19,N22-14-3,26,2,0.0,43.0,219.00000000000003,14.0,0.0153938040025899,1,1a,1,1
538,0.387,0.4523662899857214,19,N22-14-3,32,2,0.0,43.0,325.0,14.0,0.0153938040025899,2,1a,1,1
539,0.15,0.2672440851607954,19,N22-14-3,27,2,0.0,43.0,192.0,14.0,0.0153938040025899,1,1a,1,1
540,0.159,0.2992576995290157,19,N22-14-3,28,2,0.0,43.0,215.00000000000003,14.0,0.0153938040025899,1,1a,1,1
541,0.127,0.2616765000532788,19,N22-14-3,14,2,0.0,43.0,188.0,14.0,0.0153938040025899,1,1a,1,1
542,0.133,0.24497374473072914,19,N22-14-3,19,2,0.0,43.0,176.0,14.0,0.0153938040025899,1,1a,1,1
543,0.127,0.2616765000532788,19,N22-14-3,21,2,0.0,43.0,188.0,14.0,0.0153938040025899,1,1a,1,1
544,0.15,0.263068396330158,19,N22-14-3,13,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
545,0.164,0.2811630479295868,19,N22-14-3,24,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
546,0.127,0.2602846037763997,19,N22-14-3,17,2,0.0,43.0,187.0,14.0,0.0153938040025899,1,1a,1,1
547,0.133,0.24497374473072914,19,N22-14-3,12,2,0.0,43.0,176.0,14.0,0.0153938040025899,1,1a,1,1
548,0.224,0.35632544688106055,19,N22-14-3,30,2,0.0,43.0,256.0,14.0,0.0153938040025899,1,1a,1,1
549,0.315,0.41200129795622625,19,N22-14-3,31,2,0.0,43.0,296.0,14.0,0.0153938040025899,1,1a,1,1
550,0.127,0.2616765000532788,19,N22-14-3,23,2,0.0,43.0,188.0,14.0,0.0153938040025899,1,1a,1,1
551,0.159,0.2978658032521366,19,N22-14-3,25,2,0.0,43.0,214.0,14.0,0.0153938040025899,1,1a,1,1
552,0.173,0.3187442474053237,19,N22-14-3,29,2,0.0,43.0,229.0,14.0,0.0153938040025899,1,1a,1,1
553,0.133,0.24497374473072914,19,N22-14-3,16,2,0.0,43.0,176.0,14.0,0.0153938040025899,1,1a,1,1
554,0.127,0.2616765000532788,19,N22-14-3,20,2,0.0,43.0,188.0,14.0,0.0153938040025899,1,1a,1,1
555,0.124,0.17131992382514055,19,N22-20-1,29,2,0.0,40.0,160.0,20.0,0.0314159265358979,1,1a,1,1
556,0.158,0.20558390859016862,19,N22-20-1,30,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
557,0.198,0.2466731713190336,19,N22-20-1,31,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
558,0.198,0.2466731713190336,19,N22-20-2,34,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
559,0.158,0.20558390859016862,19,N22-20-2,32,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
560,0.124,0.17131992382514055,19,N22-20-2,31,2,0.0,40.0,160.0,20.0,0.0314159265358979,1,1a,1,1
561,0.158,0.20558390859016862,19,N22-20-3,34,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
562,0.112,0.16275392763388352,19,N22-20-3,33,2,0.0,40.0,152.0,20.0,0.0314159265358979,1,1a,1,1
563,0.165,0.2152206543053328,19,N22-20-3,35,2,0.0,40.0,201.0,20.0,0.0314159265358979,2,1a,1,1
564,0.112,0.16168317810997637,19,N22-20-3,31,2,0.0,40.0,151.0,20.0,0.0314159265358979,1,1a,1,1
565,0.198,0.24845775385887886,19,N22-20-3,36,2,0.0,40.0,221.0,20.0,0.0314159265358979,2,1a,1,1
566,0.25,0.5399419899893844,19,N30-10-1,21,2,0.0,45.0,308.0,10.0,0.0078539816339744,1,1a,1,1
567,0.18,0.4873502377176911,19,N30-10-1,4,2,0.0,45.0,278.0,10.0,0.0078539816339744,1,1a,1,1
568,0.228,0.5259175227169329,19,N30-10-1,9,2,0.0,45.0,300.0,10.0,0.0078539816339744,1,1a,1,1
569,0.18,0.49085635453580406,19,N30-10-1,8,2,0.0,45.0,280.0,10.0,0.0078539816339744,1,1a,1,1
570,0.25,0.5434481068074973,19,N30-10-1,16,2,0.0,45.0,310.0,10.0,0.0078539816339744,1,1a,1,1
571,0.18,0.49085635453580406,19,N30-10-1,12,2,0.0,45.0,280.0,10.0,0.0078539816339744,1,1a,1,1
572,0.25,0.5469542236256102,19,N30-10-1,10,2,0.0,45.0,312.0,10.0,0.0078539816339744,1,1a,1,1
573,0.216,0.47683188726335246,19,N30-10-1,11,2,0.0,45.0,272.0,10.0,0.0078539816339744,1,1a,1,1
574,0.18,0.49085635453580406,19,N30-10-1,15,2,0.0,45.0,280.0,10.0,0.0078539816339744,1,1a,1,1
575,0.226,0.5189052890807071,19,N30-10-1,13,2,0.0,45.0,296.0,10.0,0.0078539816339744,1,1a,1,1
576,0.273,0.5995459758973035,19,N30-10-1,22,2,0.0,45.0,342.0,10.0,0.0078539816339744,1,1a,1,1
577,0.273,0.5960398590791907,19,N30-10-1,17,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
578,0.273,0.6030520927154164,19,N30-10-2,14,2,0.0,45.0,344.0,10.0,0.0078539816339744,1,1a,1,1
579,0.25,0.5434481068074973,19,N30-10-2,16,2,0.0,45.0,310.0,10.0,0.0078539816339744,1,1a,1,1
580,0.25,0.5434481068074973,19,N30-10-2,7,2,0.0,45.0,310.0,10.0,0.0078539816339744,1,1a,1,1
581,0.273,0.6048051511244729,19,N30-10-2,17,2,0.0,45.0,345.0,10.0,0.0078539816339744,1,1a,1,1
582,0.288,0.5802623333976826,19,N30-10-2,21,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
583,0.273,0.6030520927154164,19,N30-10-2,13,2,0.0,45.0,344.0,10.0,0.0078539816339744,1,1a,1,1
584,0.193,0.46631353680901383,19,N30-10-2,9,2,0.0,45.0,266.0,10.0,0.0078539816339744,1,1a,1,1
585,0.288,0.5732500997614568,19,N30-10-2,8,2,0.0,45.0,327.0,10.0,0.0078539816339744,1,1a,1,1
586,0.18,0.49260941294486055,19,N30-10-2,6,2,0.0,45.0,281.0,10.0,0.0078539816339744,1,1a,1,1
587,0.18,0.4943624713539169,19,N30-10-2,10,2,0.0,45.0,282.0,10.0,0.0078539816339744,1,1a,1,1
588,0.25,0.541695048398441,19,N30-10-2,11,2,0.0,45.0,309.0,10.0,0.0078539816339744,1,1a,1,1
589,0.288,0.5732500997614568,19,N30-10-2,12,2,0.0,45.0,327.0,10.0,0.0078539816339744,1,1a,1,1
590,0.216,0.4855971793086347,19,N30-10-2,15,2,0.0,45.0,277.0,10.0,0.0078539816339744,1,1a,1,1
591,0.25,0.541695048398441,19,N30-10-2,4,2,0.0,45.0,309.0,10.0,0.0078539816339744,1,1a,1,1
592,0.18,0.4943624713539169,19,N30-10-3,6,2,0.0,45.0,282.0,10.0,0.0078539816339744,1,1a,1,1
593,0.228,0.5311766979441022,19,N30-10-3,16,2,0.0,45.0,303.0,10.0,0.0078539816339744,1,1a,1,1
594,0.288,0.5802623333976826,19,N30-10-3,12,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
595,0.288,0.5802623333976826,19,N30-10-3,8,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
596,0.273,0.5960398590791907,19,N30-10-3,21,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
597,0.226,0.5136461138535378,19,N30-10-3,15,2,0.0,45.0,293.0,10.0,0.0078539816339744,1,1a,1,1
598,0.237,0.5855215086248521,19,N30-10-3,17,2,0.0,45.0,334.0,10.0,0.0078539816339744,1,1a,1,1
599,0.237,0.5837684502157955,19,N30-10-3,9,2,0.0,45.0,333.0,10.0,0.0078539816339744,1,1a,1,1
600,0.193,0.47332577044523966,19,N30-10-3,10,2,0.0,45.0,270.0,10.0,0.0078539816339744,1,1a,1,1
601,0.207,0.5522133988527796,19,N30-10-3,4,2,0.0,45.0,315.0,10.0,0.0078539816339744,1,1a,1,1
602,0.207,0.553966457261836,19,N30-10-3,7,2,0.0,45.0,316.0,10.0,0.0078539816339744,1,1a,1,1
603,0.207,0.5522133988527796,19,N30-10-3,11,2,0.0,45.0,315.0,10.0,0.0078539816339744,1,1a,1,1
604,0.175,0.2811630479295868,19,N30-14-1,23,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
605,0.149,0.24775753728448743,19,N30-14-1,26,2,0.0,43.0,178.0,14.0,0.0153938040025899,1,1a,1,1
606,0.141,0.2282709894081794,19,N30-14-1,12,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
607,0.149,0.24636564100760827,19,N30-14-1,14,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
608,0.149,0.24636564100760827,19,N30-14-1,17,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
609,0.199,0.2964739069752574,19,N30-14-1,24,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
610,0.158,0.263068396330158,19,N30-14-1,22,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
611,0.141,0.2282709894081794,19,N30-14-1,16,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
612,0.149,0.24636564100760827,19,N30-14-1,13,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
613,0.158,0.263068396330158,19,N30-14-1,19,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
614,0.141,0.22687909313130028,19,N30-14-1,8,2,0.0,43.0,163.0,14.0,0.0153938040025899,1,1a,1,1
615,0.194,0.3173523511284445,19,N30-14-1,28,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
616,0.276,0.36189303198857714,19,N30-14-1,30,2,0.0,43.0,260.0,14.0,0.0153938040025899,2,1a,1,1
617,0.199,0.2964739069752574,19,N30-14-1,25,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
618,0.141,0.23244667823881685,19,N30-14-1,20,2,0.0,43.0,167.0,14.0,0.0153938040025899,1,1a,1,1
619,0.158,0.263068396330158,19,N30-14-1,18,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
620,0.199,0.2964739069752574,19,N30-14-1,27,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
621,0.119,0.21852771547002545,19,N30-14-1,11,2,0.0,43.0,157.0,14.0,0.0153938040025899,1,1a,1,1
622,0.141,0.2282709894081794,19,N30-14-1,4,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
623,0.338,0.4161769867868637,19,N30-14-1,31,2,0.0,43.0,299.0,14.0,0.0153938040025899,2,1a,1,1
624,0.194,0.3173523511284445,19,N30-14-1,29,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
625,0.149,0.24636564100760827,19,N30-14-1,21,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
626,0.119,0.21852771547002545,19,N30-14-1,7,2,0.0,43.0,157.0,14.0,0.0153938040025899,1,1a,1,1
627,0.149,0.24636564100760827,19,N30-14-2,17,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
628,0.125,0.21017633780875056,19,N30-14-2,9,2,0.0,43.0,151.0,14.0,0.0153938040025899,1,1a,1,1
629,0.149,0.24636564100760827,19,N30-14-2,18,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
630,0.175,0.2811630479295868,19,N30-14-2,23,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
631,0.217,0.3103928697440488,19,N30-14-2,25,2,0.0,43.0,223.0,14.0,0.0153938040025899,1,1a,1,1
632,0.158,0.263068396330158,19,N30-14-2,22,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
633,0.338,0.4147850905099845,19,N30-14-2,29,2,0.0,43.0,298.0,14.0,0.0153938040025899,2,1a,1,1
634,0.276,0.360501135711698,19,N30-14-2,28,2,0.0,43.0,259.0,14.0,0.0153938040025899,2,1a,1,1
635,0.141,0.22966288568505858,19,N30-14-2,20,2,0.0,43.0,165.0,14.0,0.0153938040025899,1,1a,1,1
636,0.217,0.3090009734671697,19,N30-14-2,27,2,0.0,43.0,222.0,14.0,0.0153938040025899,1,1a,1,1
637,0.195,0.27559546282207026,19,N30-14-2,26,2,0.0,43.0,198.0,14.0,0.0153938040025899,1,1a,1,1
638,0.133,0.24497374473072914,19,N30-14-2,21,2,0.0,43.0,176.0,14.0,0.0153938040025899,1,1a,1,1
639,0.141,0.2282709894081794,19,N30-14-2,16,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
640,0.141,0.2282709894081794,19,N30-14-2,13,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
641,0.199,0.2992576995290157,19,N30-14-2,24,2,0.0,43.0,215.00000000000003,14.0,0.0153938040025899,1,1a,1,1
642,0.135,0.20878444153187142,19,N30-14-2,8,2,0.0,43.0,150.0,14.0,0.0153938040025899,1,1a,1,1
643,0.141,0.2282709894081794,19,N30-14-2,12,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
644,0.125,0.21017633780875056,19,N30-14-2,15,2,0.0,43.0,151.0,14.0,0.0153938040025899,1,1a,1,1
645,0.125,0.21017633780875056,19,N30-14-2,11,2,0.0,43.0,151.0,14.0,0.0153938040025899,1,1a,1,1
646,0.276,0.3632849282654563,19,N30-14-3,27,2,0.0,43.0,261.0,14.0,0.0153938040025899,2,1a,1,1
647,0.158,0.2575008112226414,19,N30-14-3,16,2,0.0,43.0,185.0,14.0,0.0153938040025899,1,1a,1,1
648,0.199,0.2992576995290157,19,N30-14-3,23,2,0.0,43.0,215.00000000000003,14.0,0.0153938040025899,1,1a,1,1
649,0.217,0.3103928697440488,19,N30-14-3,24,2,0.0,43.0,223.0,14.0,0.0153938040025899,1,1a,1,1
650,0.149,0.24636564100760827,19,N30-14-3,20,2,0.0,43.0,177.0,14.0,0.0153938040025899,1,1a,1,1
651,0.135,0.20878444153187142,19,N30-14-3,18,2,0.0,43.0,150.0,14.0,0.0153938040025899,1,1a,1,1
652,0.119,0.22409530057754198,19,N30-14-3,8,2,0.0,43.0,161.0,14.0,0.0153938040025899,1,1a,1,1
653,0.217,0.311784766020928,19,N30-14-3,26,2,0.0,43.0,224.0,14.0,0.0153938040025899,1,1a,1,1
654,0.133,0.2421899521769708,19,N30-14-3,12,2,0.0,43.0,174.0,14.0,0.0153938040025899,1,1a,1,1
655,0.125,0.21574392291626712,19,N30-14-3,13,2,0.0,43.0,155.0,14.0,0.0153938040025899,1,1a,1,1
656,0.141,0.22687909313130028,19,N30-14-3,14,2,0.0,43.0,163.0,14.0,0.0153938040025899,1,1a,1,1
657,0.195,0.26863598143767453,19,N30-14-3,25,2,0.0,43.0,193.0,14.0,0.0153938040025899,1,1a,1,1
658,0.119,0.22548719685442112,19,N30-14-3,11,2,0.0,43.0,162.0,14.0,0.0153938040025899,1,1a,1,1
659,0.158,0.2616765000532788,19,N30-14-3,17,2,0.0,43.0,188.0,14.0,0.0153938040025899,1,1a,1,1
660,0.338,0.41756888306374285,19,N30-14-3,28,2,0.0,43.0,300.0,14.0,0.0153938040025899,2,1a,1,1
661,0.158,0.26446029260703713,19,N30-14-3,21,2,0.0,43.0,190.0,14.0,0.0153938040025899,1,1a,1,1
662,0.133,0.2380142633463334,19,N30-14-3,15,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
663,0.133,0.24358184845384998,19,N30-14-3,9,2,0.0,43.0,175.0,14.0,0.0153938040025899,1,1a,1,1
664,0.141,0.22966288568505858,19,N30-14-3,19,2,0.0,43.0,165.0,14.0,0.0153938040025899,1,1a,1,1
665,0.175,0.2797711516527077,19,N30-14-3,22,2,0.0,43.0,201.0,14.0,0.0153938040025899,1,1a,1,1
666,0.168,0.17131992382514055,19,N30-20-1,31,2,0.0,40.0,160.0,20.0,0.0314159265358979,2,1a,1,1
667,0.179,0.27954397390583846,19,N30-20-1,33,2,0.0,40.0,221.0,20.0,0.0314159265358979,2,1a,1,1
668,0.192,0.2277910802503272,19,N30-20-1,32,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
669,0.168,0.167036925729512,19,N30-20-1,30,2,0.0,40.0,156.0,20.0,0.0314159265358979,2,1a,1,1
670,0.168,0.1702491743012334,19,N30-20-2,27,2,0.0,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
671,0.179,0.2777593913659932,19,N30-20-2,29,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
672,0.192,0.226006497710482,19,N30-20-2,28,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
673,0.179,0.2777593913659932,19,N30-20-3,30,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
674,0.197,0.25455981834800545,19,N30-20-3,29,2,0.0,40.0,207.0,20.0,0.0314159265358979,2,1a,1,1
675,0.168,0.1702491743012334,19,N30-20-3,27,2,0.0,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
